,GLD,MDY,DBC,QQQ,SPY,TLT,VTV,VBR,PSQ
3/7/2011,139.72099,173.59,30.28999,57.19,131.42999,90.23,56.28,69.28999,131.28004
3/8/2011,139.36,175.75999,30.03,57.42,132.58,89.67999,56.87,70.34,130.71996
3/9/2011,139.41,175.24001,30.14999,57.03,132.39,90.55,56.89999,70.25,131.6004
3/10/2011,137.77,172.12,29.66,56.14,129.9375,92.075,55.75999,68.66,133.68
3/11/2011,138.22,173.25,29.49001,56.49001,130.84,91.55,56.12,68.83,132.92
3/14/2011,138.86,172.48,29.57001,56.28999,130.05,91.50999,55.78,68.45,133.36
3/15/2011,136.27,171.34,28.49001,55.49001,128.56,92.88,55.16,67.89,135.15996
3/16/2011,136.24001,169.55,28.66,54.14999,126.175,93.92999,54.14999,67.10001,138.44
3/17/2011,136.97,170.53,29.55,54.64999,127.85001,93.21001,54.89,67.42,137.2
3/18/2011,138.37,170.99001,29.72,54.45,127.75999,93.46001,55.27,68.08,137.40004
3/21/2011,139.14,174.42,29.86,55.5,129.74001,92.91,56.03,69.49001,134.8
3/22/2011,139.05,173.28,30.08,55.395,129.28999,93.22,55.83,69.17999,134.96004
3/23/2011,140.34,172.96001,30.14,55.71001,129.66,93.10001,55.86,69.07001,134.28004
3/24/2011,139.22,174.73,30.24001,56.7,130.89999,92.39999,56.28,69.535,131.88
3/25/2011,139.25999,176.02,30.32001,56.84,131.3,92.17,56.16,70.03999,131.52
3/28/2011,138.53999,175.37,29.91,56.53,130.98,92.3,56.06,69.81,132.24
3/29/2011,138.21001,176.81,30.08,57.08,131.86,91.59,56.355,70.32001,131.03996
3/30/2011,138.67,178.53999,30.03999,57.35001,132.77,92.32001,56.83,71.10001,130.36
3/31/2011,139.86,179.55,30.50999,57.42999,132.59,92.13,56.72,71.45,130.15996
4/1/2011,139.2,180.81,30.72,57.46001,133.14999,92.19,57.03999,71.88,130.2
4/4/2011,139.84,180.89999,31,57.27,133.25999,92.28999,57.09,71.96001,130.52
4/5/2011,142.05,181.48,31.03,57.12,133.24001,91.92,57.13,72.25999,130.84004
4/6/2011,142.38,181.67,31.12,57.25999,133.66,90.53999,57.36,72.52,130.56
4/7/2011,142.50999,180.61,31.17999,57.22,133.32001,90.36,57.2,72.2,130.59996
4/8/2011,143.66,179.23,31.92,56.95,132.86,89.88,57.03999,71.45,131.24
4/11/2011,142.64,177.98,31.33,56.75999,132.46001,89.96001,56.84,70.8,131.64
4/12/2011,141.61,176.28,30.69,56.37,131.47,90.92999,56.37,70.07001,132.52
4/13/2011,141.89999,176.77,30.92999,56.85001,131.46001,91.5,56.24001,69.95,131.40004
4/14/2011,143.81,176.89999,31.00999,56.75,131.56,91.42999,56.27,70.24001,131.71996
4/15/2011,145.05,178.47,31.17,56.64999,132.03999,92.67,56.60001,70.88,131.92
4/18/2011,145.92999,175.41,30.979,56.25,130.56,92.88,55.86,69.86,132.8
4/19/2011,145.92999,176.34,30.99001,56.60001,131.31,93.28,56.2,69.9348,131.92
4/20/2011,146.5,179.53,31.48,57.875,133.10001,92.67999,56.88,71.09,128.96004
4/21/2011,146.74001,180.53,31.71001,58.34,133.78,92.60001,57.03999,71.46001,127.92
4/25/2011,146.87,180.53999,31.62,58.49001,133.64,92.95,57,71.52,127.56
4/26/2011,146.38,182.25,31.61,58.82001,134.791,93.85001,57.5905,72.28,126.88
4/27/2011,149.2,183.57001,31.8,59.22,135.67,92.89,57.99001,72.72,125.96004
4/28/2011,149.82001,183.66,31.57001,59.13,136.11,93.60001,58.25,73.03,126.15996
4/29/2011,152.37,184.27,31.89999,59.08,136.42999,93.89,58.39999,73.12,126.36
5/2/2011,150.414,182.97,31.58,58.97,136.22,93.64,58.31,72.57001,126.48
5/3/2011,149.88,181.39,31.25,58.69,135.73,94.17,58.14999,71.92999,127.12
5/4/2011,147.73,179.8,30.75,58.60001,134.83,94.59,57.73,71.16,127.28004
5/5/2011,143.47,179.09,28.69,58.28,133.61,95.49001,57.16,70.91,127.96004
5/6/2011,145.3,179.52,28.60001,58.47,134.2,95.07001,57.36,70.92999,127.56
5/9/2011,147.38,181.38,29.64999,58.69,134.72,94.97,57.55,71.58,127.03996
5/10/2011,147.89999,183.27,29.92,59.19,135.87,94.28999,58.03,72.57001,125.94
5/11/2011,146.53999,181.25999,28.96001,58.755,134.44,94.83,57.42,71.52991,126.88
5/12/2011,146.59,182.35001,28.99001,59.11,135.08,94.23,57.64999,71.9971,126.15996
5/13/2011,145.63,180.59,29.03999,58.41,134.03999,95.08,57.2099,71.05,127.59996
5/16/2011,145.37,178.95,28.66,57.399,133.19,95.61,57.00999,70.39,129.8
5/17/2011,144.74001,177.7,28.73,57.56,133.17,96.59,57.009,70,129.48
5/18/2011,145.60001,180.42,29.31,58.03999,134.36,95.31,57.50999,70.85001,128.38
5/19/2011,145.64999,180.66,29.08,58.21001,134.67999,95.27,57.588,71.10001,128
5/20/2011,147.49001,179.28,29.35001,57.765,133.61,95.32001,57.08,70.5,128.96004
5/23/2011,147.83,176.42,28.88,56.92,132.06,95.78,56.4238,69.34,130.84004
5/24/2011,148.59,175.97,29.27,56.57001,131.95,96.14,56.42,69.07001,131.56
5/25/2011,148.58,177.25,29.8,56.78999,132.39,95.69,56.5587,69.60001,131.12
5/26/2011,148.22,178.86,29.91,57.14149,133,96.50999,56.74001,70.28,130.32
5/27/2011,149.7,179.89,30.08,57.42999,133.50999,96.47,57.03,70.75,129.64
5/31/2011,149.64,182.58,30.25,58.36,134.89999,96.69,57.60001,71.57001,127.59996
6/1/2011,149.91,177.33,29.87,57.09,131.87,97.64,56.2899,69.56,130.32
6/2/2011,149.5,177.23,30.13,57.21001,131.73,95.78,56.17,69.42,130.03996
6/3/2011,150.22,174.72,30.245,56.35001,130.42,96.33,55.66,68.57001,132.03996
6/6/2011,150.48,172.28999,29.89999,55.89,129.045,95.60001,55.03,67.66,133.03996
6/7/2011,150.42,172.83,30.17999,55.78999,128.96001,96.03999,54.97,67.92,133.24
6/8/2011,149.81,171.31,30.42999,55.39,128.42,96.78999,54.8,67.39999,134.24
6/9/2011,150.56,172.00999,30.60001,55.485,129.39999,96.39999,55.21001,67.69,134
6/10/2011,149.24001,169.34,30.28,54.64,127.60001,97.14,54.55,66.64,136.08
6/13/2011,147.77,169.00999,30.08,54.64,127.7,96.64999,54.7,66.55,136.08
6/14/2011,148.67,172.10001,30.28999,55.34,129.32001,95.19,55.3,67.87,134.24
6/15/2011,149.12,169.52,29.48,54.28999,127.02,96.92,54.32001,66.77,136.76
6/16/2011,148.97,169.28,29.36,54.08,127.3,97.36,54.53,66.89999,137.36
6/17/2011,149.94,169.14999,29.23,53.78999,127.05,96.89999,54.78999,67.13,137.8
6/20/2011,150.03,170.52,29.07001,54.07001,127.7,97.02,55.02,67.75999,137
6/21/2011,150.75999,173.81,29.09,55.23,129.45,96.59,55.63,68.85001,134
6/22/2011,150.99001,173.07001,29.22,54.83099,128.67,96.64999,55.3,68.49001,135
6/23/2011,148.339,172.98,28.60001,55.34,128.30099,97.39,55.02,68.242,133.76
6/24/2011,146.25999,171.71001,28.25999,54.38,126.81,96.98,54.13,67.81,136.08
6/27/2011,145.73,172.42999,28.25,55.245,127.94,95.64999,54.52,68.21001,133.88
6/28/2011,146.24001,175.11,28.75,56.07001,129.61,94.88,55.03999,69.07001,131.88
6/29/2011,147.17999,176.50999,29.27,56.3,130.72,94.25,55.5799,69.53999,131.36
6/30/2011,146.00101,177.45,28.96001,57.05,131.97,94.10001,56.05,70.08,129.59996
7/1/2011,144.92999,180.55,29,57.91,133.92,93.63,56.87,71.2,127.56
7/5/2011,147.63,180.69,29.39,58.2,133.81,93.84,56.64999,71.21001,127
7/6/2011,148.91,181.75,29.38,58.39,133.97,94.32001,56.64,71.57001,126.56
7/7/2011,149.14999,183.71001,30,59.19,135.36,94.03999,57.19,72.56,124.8
7/8/2011,150.25,182.28999,29.97,59.03,134.39999,95.37,56.73,72.05,125.12
7/11/2011,151.59,178.56,29.74001,57.96001,131.97,96.8,55.75,70.616,127.40004
7/12/2011,152.77,177.8,30,57.52,131.39999,97.13,55.55,70.37,128.36
7/13/2011,154.14,178.39999,30.41,57.75999,131.84,97.39999,55.69,70.72,127.88
7/14/2011,154.53999,176.03,30.24001,57.09,130.92999,96.00999,55.37,69.72,129.44
7/15/2011,155.2,177.14,30.50999,57.85001,131.69,96.17,55.48,70.06,127.64
7/18/2011,156.57001,174.78,30.34,57.53999,130.61,95.24001,54.92,69.06,128.28004
7/19/2011,154.66,178.23,30.55,58.85001,132.73,97.22,55.59,70.36,125.28004
7/20/2011,156.02,177.94,30.64999,58.60001,132.64999,96.07001,55.71001,70.46001,125.88
7/21/2011,154.83,179.60001,30.5,58.99001,134.49001,95.33,56.53999,71.22,124.96004
7/22/2011,156.12,179.98,30.75,59.60001,134.58,96.05,56.48,71.17,123.68
7/25/2011,157.34,178.67,30.60001,59.48,133.83,95,56.09,70.52,123.88
7/26/2011,157.77,177.36,30.84,59.625,133.33,95.64999,55.84,69.96001,123.64
7/27/2011,157.19,172.5,30.63,58.09,130.60001,95.66,54.8,68.19,126.71996
7/28/2011,157.32001,171.73,30.53,58.19,130.22,96.02,54.48,67.8,126.56
7/29/2011,158.28999,171.31,30.28,58,129.33,97.92,54.09,67.75,127.03996
8/1/2011,157.72,170.31,30.28,57.73,128.78,98.58,53.95,67.46001,127.52
8/2/2011,161.52,165.21001,30.28,56.27,125.49001,101.53999,52.59,65.45,130.8
8/3/2011,161.49001,165.89,29.83,56.81,126.17,101.74001,52.75999,65.55,129.59996
8/4/2011,160.64,155.89999,28.7,54.17,120.25999,105.36,50.23,61.82001,135.48
8/5/2011,161.75,153.35001,28.82001,53.83,120.08,102.32001,50.09,60.77,136.52
8/8/2011,167.119,140.98,27.75,50.59,112.25999,105.55,46.64,55.5992,144.48
8/9/2011,168.61,149.78999,28.02,53.03,117.48,105.87,48.92999,59.36,137.44
8/10/2011,174.58,144.84,28.14,50.86,112.28999,109.02,46.63,56.63,143.12
8/11/2011,170.75,152.49001,28.75,53.10001,117.33,103.52,48.83,59.45,136.92
8/12/2011,169.97,153.28999,28.71001,53.57001,118.12,105.57001,48.98,59.56,135.59996
8/15/2011,171.8,157.3,29.06,54.36,120.62,104.5,50.3,61.34,133.7
8/16/2011,173.92,155.2,29.06,53.89999,119.59,106.23,49.78999,60.55,134.88
8/17/2011,174.42,154.50999,29.31,53.58,119.67,108.09,49.94,60.53,135.64
8/18/2011,177.72,145.92999,28.59,50.95,114.50999,110.31,47.94,57.42,142.2
8/19/2011,179.95,143.35001,29.10001,50.03,112.64,111.2,47.14,56.33,144.8
8/22/2011,184.59,143.53999,29.14999,50.21001,112.73,110.92,47.13,56.22,144.36
8/23/2011,177.67,149.12,29.45,52.28,116.44,109.39,48.55,58.46001,138.28004
8/24/2011,171.646,151.25999,29.14999,52.69,118.08,106.28,49.28999,59.39,137.24
8/25/2011,172.36,148.10001,29.28,51.83,116.28,107.42999,48.62,58.00999,139.44
8/26/2011,177.47,151.89999,29.605,53.13,117.97,108.49001,49.10001,59.14999,136.03996
8/29/2011,173.89,157.84,29.705,54.61,121.36,106.99001,50.6468,61.896,132.15996
8/30/2011,179.10001,158.53,30.11,54.97,121.67999,108.71001,50.66,62.03999,131.2
8/31/2011,177.72,159.03999,30.16,55.06,122.22,107.03,50.89999,62.2,130.96004
9/1/2011,177.87,156.61,29.95,54.56,120.94,108.97,50.28999,60.77,132.32
9/2/2011,183.23801,151.53,29.78999,53.28,117.85001,112.50999,48.98,58.69,135.40004
9/6/2011,182.89999,150.60001,29.69,53.28999,116.99001,113.67999,48.46001,58.38,135.28004
9/7/2011,177.08,156.07001,29.96001,54.64,120.28999,111.50999,49.92999,60.73,131.8
9/8/2011,181.81,154.03999,29.75999,54.39,119.03999,112.50999,49.37,59.67,132.48
9/9/2011,180.7,149.85001,29.28999,53.17999,115.92,113.71001,48.08,58.12,135.32
9/12/2011,176.67,150.64,29.22,53.86,116.67,113.83,48.36,58.50999,133.52
9/13/2011,178.53999,152.71001,29.13,54.58,117.74001,112.21001,48.73,59.42,131.88
9/14/2011,177.21001,155.53,28.99001,55.36,119.37,113.16,49.34,60.36,129.96004
9/15/2011,174.39999,157.58,29.11,56.17999,121.42999,111.42999,50.2,61.25,128.08
9/16/2011,176.03,157.12,28.98,56.59,121.521,112.24001,50.46001,61.37,126.92
9/19/2011,173.31,155.17999,28.49001,56.61,120.31,114.38,49.7601,60.25,126.8
9/20/2011,175.78,153.28999,28.44,56.36,120.17,114.86,49.74001,59.44,127.28004
9/21/2011,173.59,147.87,28.02,55.38,116.63,118.66,48.08,57.07001,129.52
9/22/2011,169.05,142.53999,27.03,53.58,112.86,123.12,46.67999,55.44,133.8
9/23/2011,159.8,144.35001,26.55,54.14999,113.53999,120.83,46.58,56.02,132.36
9/26/2011,157.58,147.08,26.64,54.78,116.24001,118.89,47.77,57.17,130.76
9/27/2011,160.63,149.73,27.09,55.35001,117.53999,117.07001,48.36,58.16,129.44
9/28/2011,156.22,145.00999,26.36,54.53,115.145,117.03,47.39999,56.08,131.48
9/29/2011,157.7,146.11,26.67,53.88,116.05,117.84,48.13,57.25999,132.84004
9/30/2011,158.06,142.13,25.75,52.49001,113.14999,120.8,47.05,55.58,136.28004
10/3/2011,160.96001,135.39,25.62,51.14,109.92999,123.81,45.50999,52.7,139.88
10/4/2011,157.644,141.02,25.57001,52.19,112.34,122.24001,46.53,55.62,136.84004
10/5/2011,159.46001,144.00999,25.92999,53.53,114.42,121.36,47.34,56.5,133.32
10/6/2011,160.49001,147.46001,26.47,54.42999,116.49001,119.12,48.229,57.83,131.28004
10/7/2011,159.17999,145.24001,26.35001,54.07001,115.71001,118.24001,47.75999,56.39999,132.03996
10/10/2011,163.26601,150.53999,26.94,55.94,119.58,116.57001,49.38,58.77,127.59996
10/11/2011,162.10001,150.75,27.14,56.32001,119.7,116.17999,49.25999,58.91,126.56
10/12/2011,163.25999,152.48,27.19,56.60001,120.75,114.49001,49.871,59.78999,125.8
10/13/2011,162.3,152.77,27.25,57.12,120.50999,115.63,49.57001,59.55,124.71996
10/14/2011,163.39999,155.48,27.87,58.17999,122.57001,113.95,50.28999,60.66,122.44
10/17/2011,162.62,151.03,27.47,57.28,120.23,115.92,49.22,58.91,124.28004
10/18/2011,161.84,155.08,27.62,57.99001,122.58,115.2,50.52,60.74001,122.76
10/19/2011,159.87,152.5661,27.08,56.87,121.13,115.16,50.03999,59.92,125.12
10/20/2011,157.77,153.25999,27.03999,56.59,121.66,114.34,50.36,60.13,125.68
10/21/2011,159.52,156.49001,27.17999,57.3,123.97,113.13,51.28,61.46001,124.15996
10/24/2011,161.02,160.97,27.61,58.49001,125.49001,113.32001,51.91,63.28999,121.56
10/25/2011,165.59,157.14999,27.7,57.34,123.049,116.2,50.86,61.72,123.88
10/26/2011,167.39999,159.14,27.53999,57.27,124.3,114.17,51.58,62.57001,124.03996
10/27/2011,169.55,166.06,28.27,58.85001,128.63,110.3,53.39,65.67,120.68
10/28/2011,169.62,165.41,28.14999,58.94,128.60001,111.46001,53.37,65.28,120.48
10/31/2011,167.34,161.39999,27.72,57.95,125.5,115.88,51.88,63.60001,122.56
11/1/2011,167.38,156.32001,27.39,56.44,122.002,119.45,50.36,61.38,125.64
11/2/2011,169.06,159.42999,27.56,56.92,123.99001,117.96001,51.25,62.75999,124.59996
11/3/2011,171.72,163.14,27.897,58.10001,126.25,116.34,52.14999,64.33,122.08
11/4/2011,170.85001,163.56,27.99001,57.8,125.481,116.48,51.78,63.89,122.64
11/7/2011,174.98,163.25999,28.39999,58.21001,126.25999,117.22,52.19,64.07001,121.8
11/8/2011,173.53,165.08,28.53999,58.88,127.88,115.72,52.85001,64.84,120.32
11/9/2011,172.07001,157.78999,27.91,56.81,123.161,118.12,50.85001,61.92999,124.56
11/10/2011,171.14,158.58,27.88,56.78,124.32001,116.36,51.39,62.42999,124.64
11/11/2011,173.96001,162.2,28.14999,57.85001,126.66,115.64999,52.34,63.951,122.28004
11/14/2011,173.2,160.53999,27.85001,57.49001,125.46001,117.50999,51.73,62.95,123.08
11/15/2011,173.36,162.17999,28.05,58.13,126.08299,117.35001,51.91,63.60001,121.64
11/16/2011,171.50999,159.99001,27.98,57.17,124.08,118.42,51.03999,62.64999,123.64
11/17/2011,167.10001,156.98,27.33,55.83,122.105,119.37,50.33,61.53,126.56
11/18/2011,167.62,156.62,27.28999,55.39999,121.979,119.34,50.37,61.92,127.56
11/21/2011,163.5,153.49001,27.09,54.34,119.661,120.05,49.34,60.66,129.96004
11/22/2011,165.31,152.74001,27.27,54.52,119.19,121.39,49.03,60.16,129.56
11/23/2011,164.83,148.50999,26.86,53.28999,116.56,122.58,47.89999,58.39999,132.48
11/25/2011,163.39999,147.81,26.64,52.88,116.34,120.8,47.88,57.92,133.48
11/28/2011,166.63,153.16,26.97,54.72,119.71001,120.74001,49.14999,60.11,128.84004
11/29/2011,166.88,153.28,27.32001,54.38,120.05,119.75,49.37,60.11,129.64
11/30/2011,170.13,161.00999,27.64,56.39,124.99001,117.88,51.59,63.50999,124.8
12/1/2011,169.63,159.91,27.535,56.78,124.97,117,51.42999,63,123.92
12/2/2011,169.82001,160.31,27.78,56.62,124.86,118.64,51.56,63.215,124.36
12/5/2011,167.32001,162.64,27.63,57.24001,126.22,118.39999,52.11,64.03999,122.92
12/6/2011,168.17999,162.25999,27.78,57.08,126.25999,117.27,52.27,64.076,123.2
12/7/2011,169.39999,161.75999,27.53999,57.08,126.73,117.69,52.49001,64.24001,123.2
12/8/2011,165.976,157.53,27.19,56.12,123.95,119.16,51.258,62.14999,125.28004
12/9/2011,166.39999,161.28,27.28999,57.02,126.05,116.71001,52.12,63.84,123.32
12/12/2011,161.99001,158.57001,26.94,56.38,124.21001,118.00999,51.3,62.87,124.56
12/13/2011,158.45,155.53,27.05,55.75999,123.05,119.11,50.89,61.78999,126
12/14/2011,152.89,153.22,26.09,54.89,121.74001,121.36,50.52,61.00999,127.92
12/15/2011,152.33,154.25999,25.96001,54.74001,122.185,120.91,50.83,61.75,128.32
12/16/2011,155.23,155.22,26.17,54.86,121.59,122.32001,50.92999,62.14999,127.68
12/19/2011,154.87,152.66,26.05,54.32001,120.28999,123.87,50.28,61.05,128.88
12/20/2011,156.98,157.91,26.64999,55.92999,123.92999,120.78,51.75999,63.35001,125.03996
12/21/2011,157.16,158.2,26.84,55.13,124.17,119.10001,52.17999,63.83,126.84004
12/22/2011,156.03999,159.804,26.87,55.60001,125.27,119.60001,52.83,64.42,125.71996
12/23/2011,156.31,160.75999,27,56.08,126.39,118.27,52.84,63.33,124.64
12/27/2011,154.91,161.02,27.12,56.24001,126.49001,118.45,52.8,63.42999,124.28004
12/28/2011,151.03,158.39999,26.8,55.59,124.83,120.64,52.17999,62.28,125.64
12/29/2011,150.34,160.45,26.88,55.99001,126.12,120.86,52.73,63.07001,124.8
12/30/2011,151.99001,159.49001,26.84,55.83,125.5,121.25,52.49001,62.67,125.15996
1/3/2012,155.92,161.28,27.64,56.89999,127.495,119.42999,53.3,63.72,122.71996
1/4/2012,156.71001,160.84,27.85001,57.14,127.7,118.00999,53.28999,63.49001,122.24
1/5/2012,157.78,162.08,27.47,57.61,128.03999,117.8,53.48,63.89,121.2
1/6/2012,157.2,161.92999,27.59,57.81,127.71001,118.73,53.32001,63.85001,120.92
1/9/2012,156.5,162.83,27.62,57.62,128.02,118.52,53.49001,64.07001,121.12
1/10/2012,158.64,165.06,27.82001,58.03999,129.13,118.32001,54.02,64.98,120.3
1/11/2012,159.67,165.39999,27.74001,58.16,129.2,119.86,54.13,65.25999,119.96004
1/12/2012,160.38,165.72,27.35001,58.39,129.50999,119.69,54.23,65.44,119.48
1/13/2012,159.25999,164.95,27.28999,58.17999,128.84,120.88,53.96001,64.92999,119.92
1/17/2012,160.5,165.14,27.48,58.71001,129.34,121.44,53.99001,64.92999,118.88
1/18/2012,161.60001,167.89999,27.49001,59.49001,130.77,119.97,54.60001,66,117.36
1/19/2012,161.22,169.25,27.61,59.86,131.46001,118.32001,54.8,66.38,116.59996
1/20/2012,162.07001,169.13,27.41,59.77,131.53999,116.98,54.99001,66.62,116.68
1/23/2012,163.16,169.14,27.73,59.78999,131.61,116.24001,54.965,66.55,116.64
1/24/2012,162.00999,169.78,27.78,59.67999,131.46001,116.45,54.84,66.85001,116.84004
1/25/2012,166.42,171.53,28.00999,60.42999,132.56,116.17,55.10001,67.47,115.32
1/26/2012,167.27,170.39999,28.09,60.22,131.88,117.71001,54.71001,67.19,115.84004
1/27/2012,168.97,171.44,28.19,60.39999,131.82001,118.08,54.66,67.67,115.44
1/30/2012,168.03,170.42,27.89999,60.45,131.37,119.47,54.39999,67.14999,115.32
1/31/2012,169.31,170,27.83,60.53,131.32001,120.85001,54.31,67.03999,115.2
2/1/2012,169.56,173.50999,27.92,61.02,132.47,119.17999,54.88,68.42,114.28004
2/2/2012,171.05,173.89999,27.99001,61.21001,132.67999,119.13,54.97,68.62,113.88
2/3/2012,167.64,176.63,28.32001,62.05,134.53999,116.57001,55.78,69.96001,112.36
2/6/2012,167.17999,176.47,28.46001,62,134.45,117.73,55.74001,69.73,112.32
2/7/2012,169.7,176.66,28.44,62.13,134.78999,116.27,55.87,69.81,112.15996
2/8/2012,168.5,177.03999,28.57001,62.46001,135.19,116.36,56.03,69.92,111.52
2/9/2012,168.02,177.27,28.72,62.91,135.36,115.49001,56.02,69.77,110.71996
2/10/2012,167.14,175.33,28.45,62.47501,134.36099,116.99001,55.58,68.88,111.48
2/13/2012,167.50999,177.21001,28.52,63.05,135.36,117.14,55.92999,69.59,110.52
2/14/2012,167.12,177.13,28.50999,63.21001,135.19,117.75999,55.7592,69.27,110.2
2/15/2012,168.108,176.58,28.61,62.77,134.56,117.55,55.50999,68.78999,110.96004
2/16/2012,168,179.34,28.74001,63.63,136.049,116.61,56.25,70.14,109.44
2/17/2012,167.35001,179.21001,28.69,63.42999,136.41,116.58,56.49001,70.23,109.76
2/21/2012,171.02,178.42,29.14,63.61,136.47,115.28999,56.48,69.89799,109.40004
2/22/2012,172.94,177.73,29.41,63.32001,136.032,116.742,56.17,69.21001,109.92
2/23/2012,173.02,179.16,29.5,63.74001,136.631,116.73599,56.39999,69.97,109.24
2/24/2012,172.231,179.21001,29.67999,63.96001,136.92999,117.5,56.44,69.8,108.88
2/27/2012,171.7,179.24001,29.44,64.05,137.16,118.53999,56.62801,69.77,108.64
2/28/2012,173.49001,179.02,29.42999,64.7,137.55901,118.14999,56.71001,69.524,107.56
2/29/2012,164.286,177.67,29.32001,64.41,137.02,117.42999,56.42,68.75,108.03996
3/1/2012,166.61,179.35001,29.78,64.92,137.73,116.06,56.75999,69.07001,107.2
3/2/2012,166.34,177.85001,29.48,64.87,137.312,117.14999,56.59,68.27,107.28004
3/5/2012,165.64999,177.21001,29.34,64.2,136.75,116.22,56.44,68.23,108.36
3/6/2012,162.7,173.8,28.86,63.57001,134.75,117.63,55.50999,66.95,109.40004
3/7/2012,163.63,175.53,28.99001,64.06,135.69,116.91,55.95,67.58,108.59996
3/8/2012,165.28,177.53999,29.23,64.75,137.03999,115.74001,56.39999,68.3206,107.40004
3/9/2012,166.3799,179.25999,29.31,65.02,137.57001,115.97,56.59,69.16,107
3/12/2012,165.07001,178.61,29.27,65.05,137.58,115.95,56.67,68.94,106.96004
3/13/2012,162.3,182.10001,29.39999,66.25999,140.062,113.91,57.78,70.45,104.92
3/14/2012,159.57001,180.71001,29.2,66.49001,139.91,111.03999,57.61,69.92999,104.48
3/15/2012,161.08,182.38,29.22,66.67999,140.72,111.21001,57.99001,70.62,104.2
3/16/2012,161.3,181.74001,29.58,66.52,140.3,111.42999,58.08,70.60001,104.28004
3/19/2012,161.59,182.35001,29.53,66.99001,140.85001,110.10001,58.207,71.09,103.52
3/20/2012,160.13,181.00999,29.17,67.11,140.44,110.53999,58.03999,70.52,103.36
3/21/2012,160.21001,180.81,29.10001,67.12,140.21001,111.78999,57.92,70.35001,103.32
3/22/2012,159.57001,178.97,28.87,66.98,139.2,112.14999,57.39,69.52071,103.52
3/23/2012,161.5329,180.14,29.14999,66.939,139.64999,113.21001,57.66209,70.12,103.56
3/26/2012,164.39999,182.84,29.28,68.11,141.61,112.63,58.06,71.2,101.8
3/27/2012,163.24001,182.09,29.16,68.21001,141.17,113.44,57.81,70.84,101.64
3/28/2012,161.50999,181.13,28.88,67.938,140.47,113.28,57.52029,70.59,102
3/29/2012,161.28,180.86,28.48,67.67999,140.23,114.13,57.41,70.47,102.36
3/30/2012,162.12,180.71001,28.8,67.55,140.81,112.2,57.67999,70.38,102.59996
4/2/2012,162.94,181.77,29.17,68.25,141.84,112.53,58.03999,71.03,101.52
4/3/2012,159.89,182.17999,29.03999,68.23,141.25999,110.58,57.72,70.75,101.59996
4/4/2012,157.21001,179.72,28.59,67.3,139.86,112.1001,57.175,69.73,102.88844
4/5/2012,158.31,178.99001,28.7,67.72,139.78999,112.91,56.94,69.36,102.28004
4/9/2012,159.37,176.8,28.57001,67.21001,138.22,115.55,56.27,68.34,103.03996
4/10/2012,161.10001,172.64,28.19,66.13,135.89999,116.85989,55.25999,66.8,104.68
4/11/2012,161.065,174.62,28.25999,66.45,137,115.46001,55.75,67.66,104.2
4/12/2012,162.7,177.74001,28.63,67.205,138.78999,114.98,56.48,68.78999,103
4/13/2012,160.85001,175.53999,28.34,66.19,137.14,116.84,55.75,67.71001,104.52
4/16/2012,160.46001,175.62,28.06,65.45,137.05,116.67,56.00999,68.09,105.68
4/17/2012,160.27,178.42,28.19,66.78,139.082,116.60001,56.73,69.11,103.56
4/18/2012,159.31,177.92999,27.92,66.61,138.61,116.94,56.48,68.48,103.8
4/19/2012,159.42999,177.25,27.92999,65.86,137.72,117.05,56.25999,68.25,104.96004
4/20/2012,159.53999,177.48,28.03999,65.67999,137.95,117.07001,56.38,68.69,105.28004
4/23/2012,159.07001,175.75999,27.99001,65.08,136.78999,117.92,55.98,67.7908,106.15996
4/24/2012,159.3,176.2,27.99001,64.73,137.31,117.09,56.45,68.3999,106.76
4/25/2012,159.62,179.24001,28.14999,66.45,139.19,116.49001,56.91,69.32001,103.88
4/26/2012,161.03,180.99001,28.21001,66.84,140.16,117.19,57.34,69.84,103.36
4/27/2012,161.38,181.75,28.3,67.24001,140.39,117.28999,57.35001,70.35001,102.71996
4/30/2012,161.88,180.2,28.41,66.75999,139.87,117.32001,57.14999,69.67999,103.40004
5/1/2012,161.32001,181.14,28.41,66.87,140.74001,116.42999,57.62,69.78,103.24
5/2/2012,160.59,181.47,28.03999,67.06,140.325,117.25,57.33,69.85001,103
5/3/2012,158.97,178.49001,27.73,66.35001,139.25,117.22,56.94,69.03,104.03996
5/4/2012,159.47,175.7,27.24001,64.7,137,118.14,56.16,67.89999,106.64
5/7/2012,159.08,176.38,27.17999,64.75999,137.10001,118.16,56.23,68.03,106.52916
5/8/2012,156,176.05,27.077,64.52,136.55,118.78999,56.00999,68.11,106.92
5/9/2012,154.47,175.37,26.87,64.321,135.74001,118.87,55.58,67.64999,107.15996
5/10/2012,154.77,175.53,26.88,64.19,136.02,118.52,55.92,67.87,107.44
5/11/2012,153.56,175.58,26.67999,64.17999,135.61,119.5,55.67999,67.7,107.48
5/14/2012,151.33,173.61,26.33,63.58,134.11,121.17,55.03,66.88,108.52
5/15/2012,149.74001,172.94,26.38,63.37,133.34,121.66,54.66,66.63,108.8
5/16/2012,149.46001,171.41,26.35001,62.94,132.82899,122.00999,54.45,66.11,109.56
5/17/2012,152.8,166.78999,26.28999,61.61,130.86,124.17,53.69,64.55,111.88
5/18/2012,154.55,164.71001,26.27,60.81,129.74001,124.2001,53.3,63.87,113.24
