,GLD,MDY,DBC,QQQ,SPY,TLT,VTV,VBR,PSQ
12/2/2013,117.58,237.51,25.48,85.48,180.53,103.33,75.2,96.0699,75.36
12/3/2013,117.96,236.69,25.63,85.41,179.75,103.71,74.84,95.52,75.46
12/4/2013,119.96,236.29,25.68,85.49,179.73,102.72,74.788,95.31,75.36
12/5/2013,118.3,236.78,25.65,85.38,178.94,102.43,74.26,95.23,75.48
12/6/2013,118.55,238.55,25.74,86,180.94,102.92,75.24,96.18,74.96
12/9/2013,119.72,238.89,25.65,86.35,181.4,103.16,75.46,96.29,74.64
12/10/2013,121.82,238.11,25.73,86.29,180.75,103.9,75.16,95.99,74.676
12/11/2013,120.86,234.21,25.73,85.18,178.72,103.1,74.23,94.4,75.44
12/12/2013,118.29,234.45,25.49,84.96,178.13,102.71,73.97,94.51,75.8
12/13/2013,119.38,235.17,25.39,84.85,178.11,103.21,73.99,94.8525,75.92
12/16/2013,119.69,236.84,25.47,85.32,179.216,102.83,74.39,95.658,75.48
12/17/2013,118.65,236.73,25.35,85.15,178.65,103.29,74.1,95.65,75.6
12/18/2013,117.61,239.68,25.4,86.14,181.7,102.77,75.43,96.8,74.78
12/19/2013,114.82,237.71,25.46,85.9,181.49,102.67,75.37,96.24,74.94
12/20/2013,115.94,239.67,25.66,86.5,181.56,104.25,75.76,97.45,74.2
12/23/2013,115.57,241.57,25.66,87.41,182.53,103.66,75.97,98.28,73.44
12/24/2013,116.1,242.7,25.74,87.45,182.93,102.83,75.69,96.82,73.4
12/26/2013,116.74,242.78,25.78,87.74,183.855,102.1,76.05,96.92,73.12
12/27/2013,117.12,242.98,25.85,87.52,183.845,101.81,76.16,96.98,73.28
12/30/2013,115.39,243.25,25.7,87.39,183.82,102.51,76.09,97,73.4
12/31/2013,116.12,244.2,25.66,87.96,184.69,101.86,76.39,97.37,73
1/2/2014,118,241.4,25.29,87.27,182.92,102.17,75.69,96.31,73.48
1/3/2014,119.29,242.46,25.13,86.64,182.885,102.17,75.76,96.64,74.02
1/6/2014,119.5,240.93,25.16,86.32,182.36,102.6,75.69,96.02,74.28
1/7/2014,118.82,242.93,25.14,87.12,183.48,102.86,76.07,96.68,73.6
1/8/2014,118.12,243.4,24.9,87.31,183.52,102.58,76.01,96.75,73.4648
1/9/2014,118.46,243.64,24.7,87.02,183.64,103.18,76.18,96.91,73.72
1/10/2014,120.26,245.44,24.86,87.3,184.14,104.41,76.27,97.5,73.44
1/13/2014,121.02,241.96,24.85,86.01,181.685,104.93,75.42,96.36,74.56
1/14/2014,119.89,244.79,24.85,87.65,183.67,104.45,76.07,97.37,73.1
1/15/2014,119.66,246.2,24.92,88.37,184.66,104.34,76.48,97.88,72.56
1/16/2014,119.79,245.87,24.88,88.38,184.42,105.04,76.29,97.8,72.52
1/17/2014,120.93,245.14,24.91,87.88,183.635,105.48,75.94,97.48,72.88
1/21/2014,119.7,246.04,24.97,88.55,184.18,105.56,76.04,97.88,72.36
1/22/2014,119.19,247.24,25.09,88.78,184.3,105.3,76.03,98.29,72.14
1/23/2014,121.79,245.29,25.07,88.48,182.79,106.79,75.3,97.53,72.42
1/24/2014,122.29,238.9,25.08,86.74,178.89,107.48,73.83,95.1087,73.82
1/27/2014,120.96,236.65,24.91,85.9,178.01,106.73,73.55,94.21,74.56
1/28/2014,120.95,239.07,25.03,85.85,179.07,106.99,74.08,95.01,74.6
1/29/2014,122.47,236.44,25.01,84.93,177.35,107.87,73.51,93.94,75.4
1/30/2014,119.77,239.76,24.91,86.5,179.23,107.56,74.1,95.07,74
1/31/2014,120.09,238.78,24.88,86.27,178.18,108.28,73.57,94.66,74.2
2/3/2014,121.32,230.3,24.88,84.29,174.17,109.32,71.95,91.65,75.884
2/4/2014,120.99,233.29,25.07,84.91,175.385,108.16,72.26,92.37,75.32
2/5/2014,121.29,232.26,25.12,84.69,175.17,107.16,72.17,92.08,75.56
2/6/2014,121.24,235.82,25.22,85.77,177.48,106.7,72.98,93.11,74.6
2/7/2014,122.17,237.98,25.51,87.3,179.68,106.79,73.88,93.98,73.24
2/10/2014,122.92,238.61,25.37,87.8,180.01,107.09,73.89,94.16,72.76
2/11/2014,124.36,240.88,25.5,88.8,181.98,106.47,74.76,94.95,72
2/12/2014,124.43,242.35,25.55,88.97,182.07,105.92,74.78,95.35,71.8
2/13/2014,125.49,243.99,25.69,89.63,183.01,106.52,75.12,96.38,71.24
2/14/2014,127.15,245.2,25.78,89.81,184.02,106.58,75.61,96.79,71.16
2/18/2014,127.4,246.52,26.15,90.25,184.24,106.82,75.61,97.31,70.8
2/19/2014,126.27,244.92,26.22,89.63,183.02,106.37,75.09,96.48,71.2796
2/20/2014,127.6,246.38,26.27,90.05,184.1,106.11,75.68,97.23,70.88
2/21/2014,127.58,246.98,26.2,89.93,183.89,106.67,75.6,97.51,71.08
2/24/2014,128.99,247.88,26.31,90.41,184.91,106.4,76.01,98.06,70.6
2/25/2014,129.21,247.9,26.19,90.31,184.84,107.35,75.79,98.12,70.74
2/26/2014,128.11,248.91,26.12,90.23,184.85,107.92,75.88,98.6316,70.8
2/27/2014,128.2,250.08,26.04,90.44,185.82,108.51,76.23,99.16,70.348
2/28/2014,127.62,250.39,26.13,90.34,186.29,108.57,76.49,99.36,70.36
3/3/2014,130.29,248.92,26.49,89.67,184.98,109.03,75.98,98.74,70.92
3/4/2014,128.68,252.99,26.39,90.81,187.58,107.39,77.06,100.6,69.96
3/5/2014,128.89,252.39,26.17,91.06,187.75,107.62,77.05,100.52,69.76
3/6/2014,130.17,252.51,26.41,90.98,188.18,106.56,77.3,100.72,69.88
3/7/2014,129.09,253,26.29,90.53,188.26,105.89,77.51,100.8,70.24
3/10/2014,129.13,251.62,26.07,90.61,188.16,106.04,77.45,100.53,70.2
3/11/2014,129.86,250.22,26.08,90.22,187.23,106.32,77,99.7,70.44
3/12/2014,131.76,250.5,26.01,90.56,187.28,107.06,76.99,99.94,70.16
3/13/2014,132.21,247.79,25.89,89.28,185.18,108.5,76.31,98.89,71.2
3/14/2014,133.1,248.67,26.03,88.67,184.66,108.52,76.14,99.18,71.68
3/17/2014,131.64,250.42,25.74,89.45,186.33,107.71,76.84,99.93,71
3/18/2014,130.62,252.65,25.87,90.53,187.66,108.1,77.38,100.94,70.12
3/19/2014,128.09,250.98,25.86,90.04,186.66,107.26,77,100.46,70.56
3/20/2014,127.86,251.71,25.74,90.29,187.747,107.07,77.62,100.77,70.36
3/21/2014,128.47,250.7,25.76,89,186.2,108.23,77.53,100.81,71.2
3/24/2014,126.18,248.79,25.75,88.22,185.43,109,77.38,100.02,71.8
3/25/2014,126.41,249.46,25.92,88.51,186.31,108.59,77.43,100.17,71.56
3/26/2014,125.41,246.22,25.9,87.37,184.97,109.44,77.05,98.96,72.48
3/27/2014,124.59,245.6,26.13,86.879,184.58,109.99,76.93,98.51,72.92
3/28/2014,124.56,246.87,26.14,87.05,185.49,109.37,77.38,99,72.76
3/31/2014,123.61,250.57,26.12,87.67,187.01,109.1,78.11,100.64,72.22
4/1/2014,123.39,252.86,25.8,89.21,188.25,107.89,78.35,101.6,70.92
4/2/2014,124.32,253.63,25.74,89.44,188.88,107.27,78.64,102.16,70.76
4/3/2014,123.92,252.43,25.95,88.73,188.63,107.74,78.68,101.69,71.36
4/4/2014,125.57,248.57,26.07,86.37,186.4,108.46,78.04,100.25,73.28
4/7/2014,124.91,244.33,26.01,85.55,184.34,109.11,77.22,98.76,73.88
4/8/2014,126.09,245.76,26.31,86.34,185.1,109.37,77.41,99.32,73.2
4/9/2014,126.32,248.15,26.38,87.82,187.09,108.83,78.07,100.34,72
4/10/2014,127.01,242.74,26.39,85.1,183.155,109.84,76.67,98.33,74.24
4/11/2014,126.93,239.77,26.27,84.11,181.51,110.73,76.09,97.08,75.12
4/14/2014,127.85,240.84,26.51,84.77,182.9401,110.44,76.62,97.45,74.56
4/15/2014,125.49,242.44,26.53,85.0501,184.2,111.13,77.15,97.95,74.2
4/16/2014,125.54,245.25,26.58,86.18,186.125,111.27,77.85,98.9,73.28
4/17/2014,124.75,245.74,26.64,86.2,186.39,110.05,78.01,99.3,73.16
4/21/2014,124.24,246.44,26.55,86.84,187.04,109.96,78.19,99.66,72.64
4/22/2014,123.78,248.22,26.54,87.53,187.89,110.33,78.4,100.47,72.0404
4/23/2014,123.76,247.9,26.52,86.76,187.45,110.96,78.42,100.24,72.72
4/24/2014,124.56,248.11,26.68,87.59,187.83,111.17,78.38,100.1,72.04
4/25/2014,125.43,245.16,26.57,86.19,186.29,111.33,77.98,99.05,73.18
4/28/2014,124.88,244.33,26.48,86.47,186.875,110.79,78.28,98.68,72.92
4/29/2014,124.86,245.18,26.55,87.16,187.75,110.64,78.55,98.84,72.32
4/30/2014,124.22,246.84,26.41,87.39,188.31,111.1,78.78,99.5,72.16
5/1/2014,123.8,247.08,26.21,87.65,188.325,112.02,78.6,99.62,71.96
5/2/2014,125.06,247.53,26.28,87.49,188.06,112.71,78.47,99.85,72.04
5/5/2014,126.22,247.7,26.22,87.95,188.42,112.03,78.37,99.59,71.64
5/6/2014,125.98,245.87,26.24,86.81,186.78,112.48,77.81,98.67,72.6
5/7/2014,124.17,247.05,26.31,86.56,187.88,112.08,78.56,99.32,72.76
5/8/2014,124.17,245.8,26.23,86.48,187.675,111.6,78.47,98.71,72.88
5/9/2014,124.1,246.53,26.1,86.8,187.96,111.24,78.5,99.04,72.6
5/12/2014,124.94,250.23,26.16,88.23,189.785,110.79,79.1,100.74,71.48
5/13/2014,124.6,249,26.28,88.29,189.96,111.75,79.25,100.21,71.32
5/14/2014,125.81,247.01,26.4,87.83,189.06,112.96,78.92,99.03,71.76
5/15/2014,124.77,244.93,26.24,87.135,187.4,113.86,78.18,98.24,72.32
5/16/2014,124.5,246.24,26.27,87.71,188.05,113.54,78.31,98.7,71.8
5/19/2014,124.58,247.47,26.25,88.32,188.74,112.7,78.52,99.4,71.3
5/20/2014,124.69,244.87,26.3,88,187.55,112.95,78,98.34,71.56
5/21/2014,124.39,246.22,26.35,88.84,189.13,112.26,78.62,98.77,70.8
5/22/2014,124.67,247.73,26.37,89.23,189.59,112.1,78.75,99.32,70.56
5/23/2014,124.51,249.39,26.43,89.88,190.35,112.7,78.94,100.14,70.04
5/27/2014,121.85,251.05,26.21,91.001,191.52,113.36,79.29,101.08,69.16
5/28/2014,121.2,250.11,26.22,90.72,191.38,114.76,79.31,100.9,69.36
5/29/2014,120.94,251.53,26.23,91.3,192.37,114.15,79.68,101.23,68.96
5/30/2014,120.43,250.88,26.03,91.31,192.68,114.1,79.87,101.13,68.88
6/2/2014,119.7,251.7,26,91.22,192.895,112.96,79.99,101.22,68.96
6/3/2014,120.01,251.78,25.98,91.18,192.8,111.57,79.98,101.14,68.96
6/4/2014,119.76,252.94,25.91,91.52,193.19,111.54,80.1,101.59,68.72
6/5/2014,120.66,255.49,25.94,92.29,194.45,111.59,80.605,103.09,68.16
6/6/2014,120.61,256.93,26.05,92.82,195.375,111.59,81,103.79,67.8
6/9/2014,120.65,257.77,26.16,92.75,195.58,111.43,81.05,104.32,67.82
6/10/2014,121.39,257.04,26.09,92.91,195.6,111.02,81.11,104.15,67.72
6/11/2014,121.41,256.2,26.02,92.89,194.92,111.22,80.72,103.66,67.72
6/12/2014,122.64,254.89,26.39,92.05,193.54,112.21,80.2,103,68.32
6/13/2014,122.96,255.55,26.39,92.32,194.13,112.15,80.56,103.27,68.14
6/16/2014,122.42,255.61,26.47,92.4,194.29,112.43,80.64,103.31,68
6/17/2014,122.28,257.73,26.5,92.45,194.83,111.54,80.88,104.16,68
6/18/2014,122.67,259.02,26.61,92.97,196.255,112.4,81.51,104.65,67.6
6/19/2014,126.94,259.11,26.87,92.91,196.48,110.96,81.63,104.8,67.72
6/20/2014,126.5,259.17,26.92,92.77,195.94,111.8,81.92,105.08,67.6
6/23/2014,126.85,258.89,26.82,92.79,195.88,111.45,81.9,104.87,67.6
6/24/2014,126.98,256.82,26.86,92.7,194.7,112.58,80.88,104,67.68
6/25/2014,126.99,258.55,26.9,93.29,195.58,112.87,81.07,104.71,67.2
6/26/2014,126.73,258,26.79,93.34,195.44,113.41,80.98,104.56,67.2
6/27/2014,126.66,259.45,26.74,93.75,195.82,113.24,81.04,105.18,66.92
6/30/2014,128.04,260.56,26.58,93.91,195.72,113.52,80.95,105.5,66.8
7/1/2014,127.7,262.6,26.5,94.94,197.03,112.28,81.43,106.26,65.96
7/2/2014,127.7,261.34,26.45,95.1,197.23,111.08,81.45,105.91,65.92
7/3/2014,127.16,262.14,26.4,95.7,198.2,110.68,81.82,106.59,65.56
7/7/2014,127.02,260.14,26.19,95.41,197.51,111.49,81.59,105.39,65.68
7/8/2014,127.07,258.13,26.12,94.26,196.24,112.74,81.17,104.64,66.468
7/9/2014,127.84,258.78,25.94,94.96,197.12,112.83,81.44,104.76,65.98
7/10/2014,128.54,256.95,25.98,94.66,196.34,112.86,81.23,104.11,66.16
7/11/2014,128.78,256.68,25.75,95.27,196.61,113.58,81.3,103.88,65.76
7/14/2014,125.72,257.76,25.85,95.84,197.6,113.09,81.6,104.26,65.32
7/15/2014,124.53,256.87,25.61,95.51,197.23,112.86,81.65,103.84,65.58
7/16/2014,124.97,256.53,25.65,95.89,197.96,113.46,82.2,103.82,65.28
7/17/2014,127.0899,253.82,25.71,94.619,195.71,114.89,81.38,102.4601,66.16
7/18/2014,126.13,256.91,25.54,96.12,197.7099,114.52,82.05,103.88,65.16
7/21/2014,126.34,256.06,25.66,96,197.34,115.09,81.89,103.38,65.22
7/22/2014,125.74,257.13,25.55,96.61,198.2,115.33,82.24,104.04,64.76
7/23/2014,125.62,256.97,25.62,97.227,198.64,115.18,82.33,103.92,64.3976
7/24/2014,124.35,257.22,25.59,97.12,198.65,114.32,82.36,103.88,64.44
7/25/2014,125.791,255.54,25.69,96.74,197.72,115.67,82.09,103.09,64.68
7/28/2014,125.58,255.09,25.64,96.77,197.8,115.51,82.07,102.8,64.72
7/29/2014,125.2,253.94,25.56,96.6,196.95,115.93,81.7,102.41,64.76
7/30/2014,124.83,254.4,25.45,96.98,196.98,114.32,81.51,102.48,64.48
7/31/2014,123.39,249.13,25.32,95.02,193.09,113.98,79.98,100.45,65.8092
8/1/2014,124.38,248.86,25.12,94.67,192.5,114.56,79.73,100.31,66.12
8/4/2014,123.99,250.15,25.31,95.32,193.89,114.26,80.28,100.77,65.56
8/5/2014,123.87,248.96,25.19,94.59,192.01,114.63,79.43,100.39,66.08
8/6/2014,125.67,249.27,25.35,94.52,192.07,114.7,79.38,100.63,66.16
8/7/2014,126.18,248.33,25.4,94.22,191.03,115.77,78.95,100.28,66.38
8/8/2014,126.19,250.94,25.28,94.9,193.24,115.52,79.85,101.35,65.84
8/11/2014,125.96,252.05,25.32,95.46,193.795,115.51,80.01,101.9611,65.52
8/12/2014,125.99,251.16,25.16,95.42,193.53,114.76,79.97,101.55,65.54
8/13/2014,126.2,253.3,25.14,96.43,194.84,115.51,80.48,102.39,64.8
8/14/2014,126.31,254.66,24.84,96.93,195.76,116.44,80.84,102.8,64.52
8/15/2014,125.483,254.07,24.94,97.4,195.72,117.71,80.68,102.75,64.16
8/18/2014,124.96,257.11,24.73,98.15,197.36,116.54,81.29,103.95,63.64
8/19/2014,124.68,258.65,24.78,98.7,198.39,116.18,81.59,104.43,63.32
8/20/2014,124.22,259.28,24.85,98.7,198.92,115.99,81.85,104.39,63.31
8/21/2014,122.88,259.71,24.91,98.9,199.5,116.64,82.21,104.67,63.16
8/22/2014,123.19,259.48,24.87,99.05,199.19,117.29,81.96,104.64,63.08
8/25/2014,122.74,260.39,24.91,99.4,200.2,117.73,82.41,105.05,62.84
8/26/2014,123.35,261.26,24.92,99.5,200.33,117.35,82.45,105.54,62.8
8/27/2014,123.3199,260.9,24.96,99.52,200.25,118.35,82.52,105.38,62.76
8/28/2014,124,260.58,24.98,99.41,200.14,118.97,82.45,105.06,62.88
8/29/2014,123.86,261.74,25.03,99.78,200.71,119.05,82.73,105.59,62.64
9/2/2014,121.65,262.5,24.67,100.07,200.61,116.73,82.57,106.07,62.42
9/3/2014,122.15,262.11,24.77,99.48,200.5,117.38,82.73,105.76,62.76
9/4/2014,121.48,261.37,24.67,99.39,200.2101,115.95,82.69,105.46,62.84
9/5/2014,122.06,262.34,24.63,99.89,201.11,115.73,83.04,105.79,62.48
9/8/2014,120.73,262.08,24.51,100.08,200.59,115.78,82.78,105.7,62.4
9/9/2014,120.87,259.98,24.31,99.25,199.32,115.69,82.31,104.67,62.88
9/10/2014,120.26,260.35,24.14,100.07,200.07,114.96,82.5,104.95,62.4
9/11/2014,119.472,261.59,24.02,99.99,200.3,114.58,82.67,105.54,62.4
9/12/2014,118.38,259.09,23.83,99.48,199.13,113.38,82.25,104.49,62.76
9/15/2014,118.64,258.06,23.86,98.52,198.981,113.55,82.36,103.85,63.4
9/16/2014,118.83,259.5,24.08,99.38,200.48,113.09,82.94,104.36,62.78
9/17/2014,117.54,259.26,23.98,99.53,200.75,112.8,83.04,104.39,62.72
9/18/2014,117.78,260.16,23.75,100.28,201.82,113.16,83.47,104.71,62.24
9/19/2014,117.09,258.01,23.68,99.98,200.7,114.6,83.52,103.85,62.28
9/22/2014,116.85,254.51,23.48,99.05,199.15,114.74,82.91,102.46,62.88
9/23/2014,117.6,252.47,23.48,98.78,198.01,115.45,82.31,101.51,63.08
9/24/2014,117.05,253.76,23.58,99.84,199.56,114.81,82.37,101.95,62.36
9/25/2014,117.39,250.2,23.53,97.74,196.34,116.17,81.18,100.58,63.68
9/26/2014,117.06,252.16,23.49,98.78,197.9,116,81.65,101.24,62.96
9/29/2014,117.03,251.55,23.63,98.65,197.54,116.93,81.41,100.9,63
9/30/2014,116.21,249.32,23.22,98.79,197.02,116.27,81.2,99.74,63
10/1/2014,116.77,245.97,23.14,97.21,194.35,118.23,80.15,98.42,63.96
10/2/2014,116.74,246.52,23.05,97.21,194.38,117.2,80.1,98.84,64
10/3/2014,114.61,248.16,22.83,98.17,196.52,117.7,81.05,99.59,63.28
10/6/2014,116.03,247.47,23.12,97.96,196.29,117.77,80.94,99.24,63.48
10/7/2014,116.36,243.85,23.03,96.57,193.26,119.36,79.7,97.7,64.36
10/8/2014,117.4701,247.4,22.94,98.45,196.64,119.39,81.06,99.23,63.04
10/9/2014,117.64,241.53,22.67,96.86,192.74,118.87,79.4,96.91,64.12
10/10/2014,117.59,237.28,22.59,94.44,190.54,120.05,78.68,95.6,65.76
10/13/2014,118.52,234.38,22.59,92.96,187.4099,120.78,77.48,94.82,66.72
10/14/2014,118.59,236.56,22.25,92.97,187.7,121.57,77.58,95.67,66.76
10/15/2014,118.99,236.33,21.97,92.37,186.43,122.53,76.74,95.68,67.12
10/16/2014,119.22,238.86,22.19,91.79,186.27,121.75,76.71,96.72,67.5204
10/17/2014,118.99,240.61,22.27,93,188.47,121.07,77.73,97.12,66.68
10/20/2014,119.8,243.07,22.11,94.39,190.3,121.51,78.27,98.08,65.64
10/21/2014,120.02,248.76,22.29,96.87,194.07,120.54,79.67,100.12,64
10/22/2014,119.34,246.16,22.04,96.37,192.69,120.67,79.2,99.15,64.32
10/23/2014,118.52,249.8,22.3,97.82,194.93,119.6,79.9,100.63,63.28
10/24/2014,118.35,250.76,22.16,98.62,196.43,119.72,80.61,100.9,62.8
10/27/2014,118.06,250.48,22.1,98.69,196.16,119.94,80.47,100.74,62.72
10/28/2014,118.1,254.75,22.28,100.18,198.41,119.19,81.34,102.92,61.84
10/29/2014,116.41,254.46,22.54,99.81,198.11,119.46,81.32,102.77,62
10/30/2014,115.19,255.19,22.35,100.02,199.38,119.56,81.78,103.17,61.88
10/31/2014,112.66,258.12,22.32,101.4,201.66,119.25,82.66,104.58,61.08
11/3/2014,112.15,258.62,22.12,101.7,201.77,118.96,82.65,104.68,60.8
11/4/2014,112.22,257.52,21.8,101.36,201.07,119.33,82.52,104.18,61.04
11/5/2014,109.79,258.54,21.86,101.37,202.34,119.16,83.17,104.73,61.08
11/6/2014,109.88,260.35,21.88,101.69,203.15,118.39,83.47,105.17,60.86
11/7/2014,112.97,260.5,21.98,101.6,203.34,119.75,83.58,105.31,60.9
11/10/2014,110.46,261.26,21.77,101.96,203.98,118.65,83.87,105.58,60.68
11/11/2014,112.04,261.34,21.88,102.28,204.175,118.73,83.87,105.5,60.51
11/12/2014,111.5,261.86,21.81,102.46,203.96,118.63,83.74,105.98,60.37
11/13/2014,111.67,260.69,21.41,102.9,204.19,118.91,83.77,105.35,60.14
11/14/2014,114.47,260.55,21.64,103.22,204.24,119.49,83.79,105.24,59.95
11/17/2014,114.05,260.13,21.55,102.91,204.37,119.19,84,104.92,60.12
11/18/2014,115.05,261.53,21.44,103.68,205.55,119.52,84.37,105.47,59.67
11/19/2014,113.68,260.65,21.33,103.21,205.22,118.76,84.24,104.82,59.94
11/20/2014,114.86,261.92,21.51,103.67,205.58,119.38,84.44,105.57,59.66
11/21/2014,115.39,263.17,21.74,103.87,206.68,120.1,84.8,105.8,59.55
11/24/2014,115.11,264.94,21.55,104.68,207.26,120.2,84.91,106.69,59.05
11/25/2014,115.38,265.01,21.45,104.84,207.11,121.2,84.82,106.78,59
11/26/2014,115.16,264.98,21.4,105.52,207.64,121.53,85.02,106.92,58.59
11/28/2014,112.11,262.86,20.42,106.01,207.2,122.49,84.7,105.73,58.29
12/1/2014,116.58,259.54,20.84,104.81,205.76,121.5,84.38,104.41,58.97
12/2/2014,115.14,261.13,20.4,105.23,207.085,120.32,84.98,105.24,58.72
12/3/2014,116.33,263.34,20.28,105.42,207.89,120.79,85.27,106.31,58.63
12/4/2014,115.88,262.93,20.22,105.37,207.66,121.8,85.21,105.98,58.64
12/5/2014,114.43,263.33,20.17,105.38,208,121.09,85.43,106.45,58.64
12/8/2014,115.78,261.46,19.82,104.63,206.61,122.57,84.96,105.42,59.07
12/9/2014,118.19,262.92,19.96,104.96,206.47,123.2,84.74,106.28,58.86
12/10/2014,117.96,257.83,19.65,103.31,203.1601,124.1,83.34,104.16,59.79
12/11/2014,117.69,259.29,19.47,103.8,204.19,124.61,83.77,104.61,59.51
12/12/2014,117.41,255.71,19.31,102.67,200.89,126.3,82.36,103.05,60.14
12/15/2014,114.39,253.89,19,101.61,199.51,126.04,81.7,102.15,60.75
12/16/2014,114.95,253.35,18.89,99.98,197.91,127.6,81.23,102,61.72
12/17/2014,114.27,259.16,19,101.8,201.79,126.4499,82.83,104.44,60.64
12/18/2014,115.15,263.64,18.94,104.25,206.78,124.2,84.9,106.04,59.14
12/19/2014,114.77,263.3,19.22,104.32,206.52,125.87,85.34,106.5976,58.92
12/22/2014,112.55,264.38,18.87,104.58,207.47,126.04,85.21,105.41,58.75
12/23/2014,112.74,265.31,19.06,104.21,207.75,123.54,85.5,105.94,58.94
12/24/2014,112.77,265.9,18.81,104.3,207.77,123.95,85.51,106.05,58.88
12/26/2014,114.83,266.57,18.79,105.04,208.44,124.41,85.65,106.52,58.48
12/29/2014,113.67,267.81,18.61,105.02,208.72,125.34,85.73,107.13,58.48
12/30/2014,115.2,266.73,18.59,104.32,207.6,125.68,85.39,106.71,58.87
12/31/2014,113.58,263.97,18.45,103.25,205.54,125.92,84.49,105.77,59.48
1/2/2015,114.08,263.55,18.23,102.94,205.43,127.32,84.51,105.41,59.63
1/5/2015,115.8,259.65,17.97,101.43,201.72,129.32,82.95,103.57,60.52
1/6/2015,117.12,256.61,17.8,100.07,199.82,131.65,82.22,102.1,61.33
1/7/2015,116.43,260.08,17.69,101.36,202.31,131.39,83.14,103.12,60.56
1/8/2015,115.94,264.11,17.76,103.3,205.9,129.65,84.67,104.8,59.37
1/9/2015,117.26,261.88,17.73,102.62,204.25,131.07,83.9,103.76,59.76
1/12/2015,118.56,260.48,17.34,101.55,202.65,131.82,83.33,103.03,60.37
1/13/2015,118.16,260.36,17.27,101.52,202.08,131.82,83,103.04,60.42
1/14/2015,117.97,259.29,17.46,100.96,200.86,132.82,82.44,102.55,60.73
1/15/2015,120.94,256.41,17.22,99.65,199.0199,134.91,81.85,101.36,61.53
1/16/2015,122.52,259.98,17.55,100.82,201.63,133.19,82.92,102.78,60.79
1/20/2015,124.2,259.49,17.31,101.62,202.055,134.96,82.94,102.14,60.32
1/21/2015,124.23,261.05,17.42,102.14,203.08,133.4,83.38,102.53,60.02
1/22/2015,125.23,265.92,17.4,104.03,206.1,132.92,84.61,104.55,58.89
1/23/2015,124.23,264.56,17.29,104.26,204.97,134.77,83.91,104.12,58.75
1/26/2015,122.99,267.69,17.23,104.14,205.45,134.36,84.11,105.1,58.81
1/27/2015,124.4,265.88,17.32,101.44,202.74,134.57,83.01,104.43,60.32
1/28/2015,123.42,262.64,17.07,100.92,200.14,136.77,81.63,102.89,60.66
1/29/2015,120.76,264.6,16.99,101.89,201.9902,135.87,82.4,103.81,60.105
1/30/2015,123.45,261.07,17.4,101.1,199.45,138.28,81.03,102.28,60.53
2/2/2015,122.42,263.06,17.64,101.98,201.92,137.48,82.32,103.3,60.01
2/3/2015,121.05,267.89,18.13,102.96,204.84,134.57,83.61,105.44,59.43
2/4/2015,121.58,266.79,17.73,102.87,204.06,134.8,83.29,104.91,59.48
2/5/2015,121.79,269.57,17.97,103.76,206.12,133.32,84.17,106.21,58.97
2/6/2015,118.64,268.56,18.02,103.13,205.55,130.96,84.1,105.92,59.33
2/9/2015,119.17,267.13,18.2,102.8,204.63,130.75,83.73,105.39,59.51
2/10/2015,118.47,269.37,17.97,104.4,206.81,129.71,84.5,105.92,58.57
2/11/2015,117.07,269.21,17.83,104.78,206.93,129.95,84.38,105.82,58.38
2/12/2015,117.34,271.74,18.1,106,208.92,129.52,85.16,106.87,57.675
2/13/2015,117.98,273.5,18.3,106.91,209.78,128.19,85.39,107.43,57.18
2/17/2015,116.01,273.45,18.31,107.01,210.11,126.26,85.59,107.6,57.13
2/18/2015,116.34,274.3,18.09,107.16,210.13,127.01,85.47,107.8,57.045
2/19/2015,115.94,274.01,18.03,107.69,209.98,126.17,85.22,107.8,56.76
2/20/2015,115.28,275.97,17.96,108.41,211.239,126.54,85.7,108.27,56.385
2/23/2015,115.43,275.99,17.84,108.52,211.209,127.99,85.6,108.27,56.3
2/24/2015,115.26,276.34,17.85,108.6,211.81,129.67,86.01,108.59,56.2647
2/25/2015,115.7,276.03,18.12,108.33,211.63,130.23,85.83,108.51,56.41
2/26/2015,116.07,275.29,17.97,108.88,211.38,128.45,85.62,108.52,56.12
2/27/2015,116.16,274.2,18.17,108.4,210.66,129.53,85.33,108.07,56.38
3/2/2015,115.68,276.3,17.91,109.38,211.99,126.87,85.69,108.8,55.86
3/3/2015,115.47,274.78,18.02,108.87,211.12,126.41,85.31,108.3,56.14
3/4/2015,115.11,273.74,17.86,108.45,210.2301,126.45,84.98,107.89,56.32
3/5/2015,115,274.15,17.79,108.64,210.46,126.29,85.09,107.76,56.23
3/6/2015,111.86,270.72,17.57,107.41,207.5,123.5,83.88,106.46,56.89
3/9/2015,111.97,271.69,17.52,107.72,208.36,124.64,84.24,106.8,56.71
3/10/2015,111.42,268.27,17.29,105.72,204.98,126.28,82.86,105.4,57.74
3/11/2015,110.75,270.24,17.38,105.11,204.5,127.2,82.86,106,58.08
3/12/2015,110.72,273.22,17.3,105.8,207.1,127.11,83.85,107.67,57.67
3/13/2015,110.88,271.59,16.95,105.34,205.8272,126.72,83.33,107.02,57.96
3/16/2015,110.81,274.83,16.93,106.7,208.58,127.94,84.44,107.84,57.21
3/17/2015,110.21,275.34,16.81,106.87,207.96,129,84.03,108.14,57.12
3/18/2015,112.37,278.08,17.27,107.92,210.46,131.49,85.08,109.26,56.53
3/19/2015,112.29,277.31,16.98,108.08,209.5,130.82,84.45,108.95,56.46
