Date,GLD,MDY,QQQ,SPY,TLT,VBR,VTV,PSQ
1/3/2007,62.28,147.09,43.24001,141.37,89.07001,71.3,68.02,252.08
1/4/2007,61.64999,147.25999,44.06,141.67,89.60001,71.28,67.81,246.59996
1/5/2007,60.17,145.33,43.85001,140.53999,89.22,69.95,67.28999,248.59996
1/8/2007,60.48,145.62,43.88,141.19,89.37,70.10001,67.53,247.71996
1/9/2007,60.85001,146.45,44.10001,141.07001,89.37,70.33,67.46001,246.71996
1/10/2007,60.59,147.46001,44.62,141.53999,88.97,70.36,67.31,243.71996
1/11/2007,60.63,148.28,45.08,142.16,88.45,71.19,67.75999,241.2
1/12/2007,62.17,149.86,45.31,143.24001,88.03999,71.5,67.98,239.76
1/16/2007,61.97,148.86,45.28,142.96001,88.2,71.34,67.92,240.2
1/17/2007,62.64,149.13,44.91,143.02,87.96001,71.19,68.02,242.3596
1/18/2007,62.25999,147.77,44.08,142.53999,88.23,70.66,67.96001,247.03996
1/19/2007,63,148.5,44.17,142.82001,87.99001,71.09,68.25,247.40004
1/22/2007,62.72,148.08,43.69,142.38,88.2,70.66,67.92999,249.96004
1/23/2007,64.23,148.88,43.58,142.8,87.62,71.24001,68.24001,250.44
1/24/2007,64.33,150.45,44.3,143.95,87.61,71.97,68.57001,246.32
1/25/2007,64.06,149.09,43.73,142.25999,86.98,71.19,68.10001,249.88
1/26/2007,64.10001,149.25,43.57001,142.16,86.91,71.38,68.10001,250.8
1/29/2007,63.77,150.14,43.61,142.05,86.72,71.92,67.92999,250.56
1/30/2007,64.22,150.73,43.63,142.78999,86.82001,72.39999,68.41,250.15996
1/31/2007,64.83,151.52,44.07001,143.75,87.55,72.53,68.75999,248.24
2/1/2007,65.22,153.16,44.02,144.61,87.09,73.24001,69.35001,249.12
2/2/2007,64.28,153.3,44.16,144.81,87.2,73.46001,69.50999,247.8
2/5/2007,64.31,153.83,44.12,144.85001,87.32001,73.21001,69.46001,247.80156
2/6/2007,64.78999,154.36,44.05,144.89,87.8,73.8,69.60001,248.40004
2/7/2007,64.63,155.2,44.46001,145.21001,88.06,74.19,69.61,245.03996
2/8/2007,65.52,155.08,44.45,145.02,88.13,74.23,69.44,245.92
2/9/2007,66.12,154.41,43.84,143.94,87.63,73.67,69.08,249.48
2/12/2007,65.67,153.59,43.7,143.45,87.42999,73.28,68.75,250.8
2/13/2007,65.84,154.98,43.86,144.66,87.24001,74.06,69.524,249.56
2/14/2007,66.37,156.08,44.60001,145.61,88.07001,74.00999,69.96001,245.68
2/15/2007,66.41,156.11,44.86,145.8,88.33,74.13,69.95,244.48
2/16/2007,66.36,156.41,44.71001,145.73,88.64,74.35001,69.95,244.71996
2/20/2007,65.31,157.45,45.05,146.03999,88.84,74.85001,70.10001,243.32
2/21/2007,67.28,157.88,45.19,145.98,88.69,74.94,69.95,242.52
2/22/2007,67.14999,158.62,45.42,145.87,88.21001,75.06,69.84,241.44
2/23/2007,67.72,158.02,45.25999,145.3,88.84,74.61,69.58,242.45
2/26/2007,68.10001,157.89999,45.03999,145.17,89.42999,74.41,69.67999,243.92
2/27/2007,65.41,152.14,43.19,139.5,90.56,71.5,67.11,255.15996
2/28/2007,66.48,153.14999,43.33,140.92999,90.14999,72.10001,67.67,253.68
3/1/2007,65.82001,152.56,43.13,140.50999,89.74001,71.97,67.53999,255.48
3/2/2007,63.71001,149.86,42.48,138.67,90.2,70.74001,66.77,259.08
3/5/2007,62.92999,146.81,42.14999,137.35001,90.35001,69.27,66.10001,261.40004
3/6/2007,64.14999,149.45,42.85001,139.7,90.08,70.75,67.10001,257.11964
3/7/2007,64.3,150.28999,42.67999,139.56,90.42999,70.61,66.97,258.03996
3/8/2007,64.48,151.77,42.97,140.74001,90.35001,71.14999,67.39999,255.84004
3/9/2007,64.25,152.05,42.92999,140.78,89.39999,71.37,67.53999,256.59996
3/12/2007,64.37,152.50999,43.21001,140.99001,89.75,71.66991,67.63,254.92
3/13/2007,63.72,149.78999,42.37,138.25,90.28999,69.95,66.34,259.92
3/14/2007,63.94,150.42999,42.99001,139.28,89.88,70.5,66.64999,256.48
3/15/2007,63.98,151.09,42.89,139.47,89.87,71.209,67.03999,256.96004
3/16/2007,64.62,149.73,42.83,138.53,89.85001,70.82001,66.71001,257.48
3/19/2007,64.74001,151.39999,43.27,140.2,89.66,71.50999,67.39999,254.8
3/20/2007,65.27,152.49001,43.58,140.97,89.71001,72.10001,67.91,253.28004
3/21/2007,65.82001,154.67,44.42,143.28999,89.75,73.3,69.13,248.12
3/22/2007,65.75999,155.17999,44.25999,143.17999,89.03999,73.24001,69.23,248.68
3/23/2007,65.14999,155.60001,44.12,143.39,88.78999,73.3,69.35001,249.11964
3/26/2007,65.84,155.08,44.3,143.2,88.89999,73.22,68.84,248.71996
3/27/2007,65.7,154.99001,43.99001,142.86,88.75,72.78999,68.7,248.03996
3/28/2007,66.05,154.3,43.52,141.82001,88.57001,72.25999,68.27,250.88
3/29/2007,65.64999,153.82001,43.57001,141.97,88.45,72.45,68.52,250.76
3/30/2007,65.74001,154.57001,43.53,142,88.28,72.5,68.39,251.3196
4/2/2007,65.85001,154.85001,43.59,142.16,88.10001,72.75,68.48,251.15996
4/3/2007,65.83,156.12,44.16,143.69,87.99001,73.48,69.16,247.68
4/4/2007,66.81,156.3,44.34,143.85001,88.08,73.28999,69.11,247.4796
4/5/2007,66.86,156.25,44.56,144.24001,87.75,73.4599,69.25999,245.59996
4/9/2007,66.53,156.95,44.45,144.44,87.17,73.31,69.36,246.59996
4/10/2007,67.16,157.35001,44.67999,144.61,87.42999,73.62,69.55,245.2
4/11/2007,67.08,156.41,44.21001,144.02,87.37,73.14,69.16,247.8
4/12/2007,66.99001,157.5,44.56,144.66,87.39,73.48,69.46001,245.92
4/13/2007,67.84,157.95,44.64999,145.32001,87.12,73.81,69.77,245.52
4/16/2007,68.39999,159.45,45.06,146.7,87.60001,74.75,70.45,243.52
4/17/2007,68,159.44,45.16,147.09,88.09,74.74001,70.53,243.15996
4/18/2007,68.38,159,45.00999,147.27,88.53,74.58,70.78,243.84004
4/19/2007,67.53,158.66,45.14999,147.23,88.38,74.21001,70.61,243.36
4/20/2007,68.7,160.28999,45.39999,148.62,88.14999,74.89,71.37,242
4/23/2007,68.25999,160.32001,45.47,148.06,88.47,74.92,71.00999,241.88
4/24/2007,67.73,160.41,45.7,148.12,88.8,74.83,70.92,240.64
4/25/2007,67.89,161.19,46.31,149.48,88.49001,75.41,71.8,237.71996
4/26/2007,66.87,162.10001,46.55,149.64999,87.85001,75.50999,71.75999,236.68
4/27/2007,67.56,161.17,46.57001,149.53,87.83,75.12,71.7,236.40004
4/30/2007,67.09,158.85001,45.96001,148.28999,88.75,73.75,71.25999,239.71996
5/1/2007,66.69,159.27,46.11,148.67,88.49001,74.05,71.42,239.28004
5/2/2007,66.66,161.11,46.42,149.53999,88.44,74.91,71.86,237.28004
5/3/2007,67.49001,161.38,46.59,150.35001,88.24001,75.11,72.27,236.71996
5/4/2007,68.19,162.48,46.63,150.92,88.60001,75.36,72.35001,236.67964
5/7/2007,68.25,162.17,46.63,150.95,88.84,75.45,72.63,236.59996
5/8/2007,67.88,162.03,46.73,150.75,88.64,75.36,72.61,236.40004
5/9/2007,67.45,163.27,46.83,151.16,88.28999,75.75,72.85001,235.48
5/10/2007,66,161.64,46.19,149.58,88.5,74.7,71.89999,239.03996
5/11/2007,66.45,162.52,46.78,150.86,88.19,75.46001,72.7,236.12
5/14/2007,66.28,162.17,46.46001,150.53,87.96001,75.03999,72.45,238
5/15/2007,66.53999,161.57001,46.10001,150.57001,87.92999,74.48,72.57001,240
5/16/2007,65.60001,162.14999,46.55,151.60001,87.87,74.99001,73.12,237.40004
5/17/2007,65.06,162.22,46.33,151.3,87.50999,74.56,73.05,238.28004
5/18/2007,65.52,163.50999,46.71001,152.62,86.92999,74.95,73.52,236.76
5/21/2007,65.67,164.72,47.00999,152.53999,87.19,75.59,73.7,235.92
5/22/2007,65.22,164.91,47.05,152.42,86.74001,76.06,73.6725,234.68
5/23/2007,65.53999,164.89999,46.83,152.44,86.49001,75.75,73.561,236.1924
5/24/2007,64.75,162.12,46.16,151.06,86.57001,74.59,72.8401,240
5/25/2007,64.94,163.3,46.45,151.69,86.37,75.14999,73.37,238.0404
5/29/2007,65.07001,164.25,46.81,152.24001,86.36,75.7,73.3,237
5/30/2007,64.72,165.92,47.19,153.48,86.53999,76.44,73.90919,234.96004
5/31/2007,65.53999,167,47.41,153.32001,86.38,76.58,73.81,233.8
6/1/2007,66.44,167.64999,47.44,154.08,85.59,77.27,74.16,233.68
6/4/2007,66.53999,168.33,47.58009,154.10001,85.98,77.31,74.25999,233.12
6/5/2007,66.37,167.81,47.58,153.49001,85.44,76.66,73.75999,233.4648
6/6/2007,66.41,165.25,47.07001,151.84,85.39999,75.78999,73.09,236
6/7/2007,65.25999,161.55,46.3399,149.10001,83.87,74.39999,71.67,239.56
6/8/2007,64.22,163.64999,46.91,151.03999,83.8,75.28999,72.63,236.8
6/11/2007,64.7,163.86,46.82001,151.3,83.56,75.14999,72.89,237
6/12/2007,64.10001,161.87,46.53999,149.64999,82.35001,74.09,72.00999,238.88
6/13/2007,64.53,163.83,47.05,151.89,83.33,75.03999,73.16,236.03996
6/14/2007,64.60001,165.16,47.36,152.86,83.12,75.39999,73.39999,234.64
6/15/2007,64.85001,165.75999,47.73,153.07001,83.69,76.2,73.89999,232.64
6/18/2007,64.95,165.10001,47.77,152.89,83.52,76.06,73.8,232.48
6/19/2007,65.48,165.06,47.75999,153.27,84.3,76.17,73.97,232.9196
6/20/2007,64.71001,163.10001,47.31,151.14,83.62,75.1899,72.75,235.15996
6/21/2007,64.56,164.75,47.74001,151.98,83.22,75.5,73.19,233
6/22/2007,64.78,163.53,47.28999,150.55,83.75999,74.67999,72.3,235.2796
6/25/2007,64.42999,161.81,47.09,149.83,84.22,74.3,71.49001,236.59996
6/26/2007,63.62,160.49001,46.82001,148.28999,84.24001,73.89999,71.14999,234.64
6/27/2007,63.67,162.89999,47.53999,150.39999,84.32001,75,72.05,231.64
6/28/2007,64.25999,163.11,47.52,150.38,84.3,75.09,72,232.71996
6/29/2007,64.27,162.95,47.60001,150.42999,85.17,74.83,71.89,231.64
7/2/2007,65.02,164.97,48.00999,151.78999,85.28999,75.56,72.73,229.64
7/3/2007,64.74001,165.61,48.31,152.34,84.77,75.92999,73.2,228.40004
7/5/2007,64.42,165.46001,48.66,152.17999,83.82001,75.96001,72.92,226.56
7/6/2007,64.96001,166.39999,48.86,152.98,83.48,76.17,73.07001,225.76
7/9/2007,65.38,166.5,48.89,153,83.78,76.14999,73.14,225.64
7/10/2007,65.61,164.14,48.48,150.92,85.2,74.85001,71.89999,227.59996
7/11/2007,65.44,165.57001,48.81,151.99001,84.32001,75.21001,72.39999,225.32
7/12/2007,66.02,167.50999,49.56,154.39,84.03,76.25,73.78,222.88
7/13/2007,66.03,168.09,49.89999,154.85001,84.25999,76.49001,74.03,221.08
7/16/2007,65.82001,167.28999,49.85001,154.83,85.07001,75.92,73.88,221.84004
7/17/2007,65.75,167.64,50.23,154.75,84.89,75.92,73.7,220.11
7/18/2007,66.62,167.24001,50.17,154.47,85.21001,75.62,73.57001,220.88
7/19/2007,67.00999,167.64999,50.32001,155.07001,85.19,76.02,73.64999,219.08
7/20/2007,67.58,166.2,50.05,153.5,85.96001,74.74001,72.85001,220.96004
7/23/2007,67.47,165.45,50.07001,153.97,85.82001,74.52,73.16,221.24
7/24/2007,67.47,162.35001,49.33,151.3,86.14,72.64999,71.60001,224.71996
7/25/2007,66.89999,161.45,49.39999,151.61,86.31,72.64,71.86,224.28004
7/26/2007,65.64999,157.94,48.98,148.02,87.03,70.64999,69.91,226.2
7/27/2007,65.41,155.25,47.99001,145.11,87.28,68.8,68.39999,230.71996
7/30/2007,65.77,157.10001,48.55,147.38,87.03,69.99001,69.53999,228.15996
7/31/2007,65.78999,155.3,47.53,145.72,87.66,69.07001,68.5,233.2
8/1/2007,65.92999,156.14999,47.89999,146.42999,87.13,69.46001,69.3,231.2
8/2/2007,65.89,157.57001,48.34,147.60001,87.35001,69.99001,69.36,229.15996
8/3/2007,66.69,153.3,47.42,143.8,87.92999,67.28,67.2,234.92
8/6/2007,66.52,154.24001,47.97,146.21001,87.28999,68.35001,68.98,231.2
8/7/2007,66.48,156,48.31,147.77,87.22,68.692,69.74001,230.03996
8/8/2007,66.77,158.38,48.84,149.83,86.16,69.89,70.75999,227.92
8/9/2007,65.46001,153.77,47.71001,145.39,86.28,68.25,68.60001,232.44
8/10/2007,66.57001,154.45,47.28,144.71001,86.08,69.67999,68.3,233.84004
8/13/2007,66.25999,155.14999,47.60001,145.23,86.33,68.88,68.44,233.40004
8/14/2007,66.28999,152.64999,46.78999,143.00999,86.56,67.32001,67.25,237
8/15/2007,66.13,149.91,45.89999,141.03999,86.25,66.38,66.28999,242
8/16/2007,64.67999,149.64999,45.45,142.10001,87.14,68.14,67.3,242
8/17/2007,65.00999,152.71001,46.31,144.71001,86.78999,69.31,68.81,238.03996
8/20/2007,65.12,153,46.53,144.64,86.84,69.46001,68.77319,240
8/21/2007,65.07001,153.62,47.02,144.92999,87.25999,69.75,68.882,235.59996
8/22/2007,65.39999,155.50999,47.66,146.64999,87.12,70.56,69.67999,233.12
8/23/2007,65.31,154.95,47.53,146.52,87.42,69.89999,69.64,233.88
8/24/2007,66.11,157.52,48.2,148.33,87.85001,70.95,70.2901,230
8/27/2007,65.98,155.22,47.88,146.95,88.31,70.08,69.69,232.40004
8/28/2007,65.59,152.35001,46.74001,143.72,88.46001,68.10001,67.98,237.36
8/29/2007,66.07001,155.50999,48.08,146.53999,88.22,69.83,69.3,229.40004
8/30/2007,65.8,154.75,48.33,146.14999,88.81,69.42999,68.91,229.88
8/31/2007,66.52,157.05,48.87,147.59,88.88,70.22,69.5,227.15996
9/4/2007,67.44,158.60001,49.67999,149.08,88.56,70.82001,70.44,223.52
9/5/2007,67.56,157.83,49.17999,147.78999,89.27,69.87,69.41,224.88
9/6/2007,68.86,158.31,49.14,148.13,89.03999,70.06,69.69,226.03996
9/7/2007,69.39,155.85001,48.23,146.07001,90.3,68.78,68.59,230.59996
9/10/2007,69.62,154.34,48.2,145.78999,91,68.13,68.50999,230.48
9/11/2007,70.52,156.2,48.92999,147.49001,90.92999,69.02,69.32001,227.13036
9/12/2007,70.46001,157,48.94,147.87,90.59,68.67,69.53999,227.44
9/13/2007,70.08,156.38,49.17999,148.91,89.78,69,70.14,226.32
9/14/2007,69.99001,157.10001,49.22,148.89999,89.91,69.3,70.2,226.128
9/17/2007,70.97,156.11,48.81,148.10001,90.34,68.75999,69.89999,228.2
9/18/2007,71.7,160.39999,50.03999,152.46001,89.66,71.36,71.97009,222.32036
9/19/2007,71.42999,161.22,50.17,153.36,88.83,72.38,72.58,221.64
9/20/2007,72.72,160.25,50.03,152.28,87.14999,71.58,72,222.84004
9/21/2007,72.34,159.89999,50.36,151.97,87.89,71.67999,72.17999,221.24
9/24/2007,72.28,159.39999,50.59,151.69,88.14,70.89999,71.2,220.8
9/25/2007,72.33,159.02,51.07001,151.39,87.83,70.61,71.09,214.84004
9/26/2007,72,159.94,51.32001,152.19,87.91,71.17999,71.44,213.8
9/27/2007,72.7,161.44,51.58,153.09,88.52,71.59,71.8,212.96004
9/28/2007,73.50999,160.85001,51.41,152.58,88.72,70.83,71.50999,213.76
10/1/2007,73.89999,162.82001,52,154.3,88.88,72.39,72.50999,212
10/2/2007,72.35001,163.28,52.00999,154.09,89.16,72.89,72.52699,211.76
10/3/2007,71.89999,163.84,51.64999,153.78,88.89999,72.39,72.37,212.52
10/4/2007,72.87,163.28999,51.77,154.02,89.24001,72.56,72.55,212.2
10/5/2007,73.39999,166.17999,52.81799,155.85001,88.28,73.7,73.12,208
10/8/2007,72.53,165.07001,53.14999,155.02,88.21001,73.314,72.75,206.92
10/9/2007,73.09,166.75,53.3801,156.48,88.10001,73.7,73.44,206
10/10/2007,73.36,166.41,53.50999,156.22,88.14999,73.41,72.98,205.56
10/11/2007,73.91,165.59,52.66,155.47,88.06,72.94,72.83,208.96004
10/12/2007,74.59,165.89999,53.53,156.33,87.63,73.03,72.92999,205.44
10/15/2007,75.14,165.14999,53.12,155.00999,87.64999,72.25999,72.66,207.12
10/16/2007,75.12,163.02,52.87,153.78,87.67999,71.49001,71.80479,208
10/17/2007,74.5,163.49001,53.55,154.25,88.64,71.48,71.78,205.71996
10/18/2007,76,163.82001,53.78,153.69,89.13,71.35001,71.49001,203.64
10/19/2007,75.7,158.92999,52.44,149.67,90.46001,69.03,69.58,209.79964
10/22/2007,74.60001,160.50999,53.07001,150.53999,90.47,70.25999,69.95,207.64
10/23/2007,75.23,161.53,54.17999,151.75999,90.35001,70.658,70.3701,203
10/24/2007,75.52,161.64999,53.77,151.48,91.02,70.14,70.14,204.40004
10/25/2007,76.03,161.60001,53.05,151.84,90.71001,70.0799,70.3,207.1596
10/26/2007,77.69,162.96001,53.92999,153.62,90.5,71.36,71.17999,204.3196
10/29/2007,78.12,163.39999,54.16,154.13,90.85001,71.23,71.38,203.40004
10/30/2007,77.35001,162.13,54.25999,153.06,90.8,70.88,70.83,202.84004
10/31/2007,78.62,164.99001,55.03,154.64999,89.98,71.96001,71.62,200.52
11/1/2007,77.92999,161.17999,54,151.03,90.75,69.44,69.33,203.84004
11/2/2007,79.83,161.25,54.42,151.2,91.03999,69.07001,69.25999,202.56
11/5/2007,79.75,159.42,54.07001,150.05,91,68.42,68.58,203.59996
11/6/2007,81.42999,161.83,54.67999,152.07001,90.56,69.42,69.50999,201.64
11/7/2007,82.24001,158.71001,53.35001,147.91,90.72,67.2,67.3,206.64
11/8/2007,82.23,158.50999,51.73,147.16,90.56,68.05,67.64,215
11/9/2007,82.17999,156.33,50,145.14,91.33,67.50999,67.03,219.96004
11/12/2007,78.3,153.61,48.73,143.7,91.66,66.84,66.50999,225.56
11/13/2007,79.12,157.52,50.74001,148.08,91.32001,68.78999,68.42999,216.03996
11/14/2007,80.28,157.61,50.09,147.67,91.42,68.21001,67.918,216.8
11/15/2007,77.95,155.08,49.82001,145.53999,92.28,67.47,66.91,220.59996
11/16/2007,77.75,154.48,50.28,145.78999,92.41,67.09,66.97,218.24
11/19/2007,77.24001,152.12,49.7,143.75999,93.00999,65.53999,65.55,220.9604
11/20/2007,79.47,152.5,49.89999,144.64,92.91,65.362,65.8,220.8
11/21/2007,79.36,149.56,49.31,141.67999,93.45,64.78999,64.74001,225
11/23/2007,81.25,151.74001,49.84,144.13,93.73,65.92999,65.84,221.12
11/26/2007,81.3,149.14999,48.98,140.95,95.58,64.08,64.03,224.76
11/27/2007,80.10001,150.71001,49.96001,142.57001,94.67,64.85001,65.09,221.71996
11/28/2007,79.57001,155.24001,51.48,147.13,94.03,67.05,67.67999,213.52
11/29/2007,78.28,155.02,51.7,147.17999,94.84,66.64011,67.39,212.52
11/30/2007,77.32001,156.86,51.31,148.66,94.38,67.02,68.00999,214
12/3/2007,78.28,156.05,50.88,147.67999,94.75,66.436,67.64,216.23964
12/4/2007,79.39999,155.45,50.67,146.36,94.74001,65.82001,66.95,217.12044
12/5/2007,78.63,157.84,51.57001,148.81,93.61,66.92999,68.16,212.08
12/6/2007,79.37,160.64,52.32001,150.94,92.78999,68.64999,69.2,210.32
12/7/2007,78.60001,161.2,52.33,150.91,91.75,68.81,69.10001,210.52
12/10/2007,80,162.60001,52.53999,152.08,91.2,69.33,69.72,209.5204
12/11/2007,78.84,157.64,51.32001,147.91,92.99001,67.03999,67.75,214.48
12/12/2007,80.49001,158.52,51.78,149.37,92.03,67.25,68.2,213.08
12/13/2007,78.5,158.05,51.5,149.06,91.03,67.12,68.2,213.48
12/14/2007,78.52,155.36,50.97,147.17,90.61,65.67999,67.16,216
12/17/2007,78.13,153.23,49.73,145.07001,91.42,64.83,66.3,221.1604
12/18/2007,79.25,153.8,49.89,145.88,92.00999,65.89,66.69,220.56
12/19/2007,79.24001,154.3,49.88,145.88,93.23,65.89999,66.61,220.40004
12/20/2007,78.67,156.62,50.89999,146.8,93.03,64.83,66.14999,214
12/21/2007,80.10001,157.89,51.85001,148.13,91.67,66.10001,67,210.24
12/24/2007,80.14,159.42,52.24001,149.23,91.24001,66.84,67.83,207.76
12/26/2007,81.52,159.32001,52.5,149.55,90.44,66.69,67.66,208.59996
12/27/2007,81.56,156.82001,51.92999,147.67,91.06,65.05,66.99001,210.28004
12/28/2007,83,156.50999,51.86,147.3,92.48,64.84,66.8,209.2
12/31/2007,82.46001,155.10001,51.22,146.21001,93.045,64.64,66.39,212.84004
1/2/2008,84.86,154.05,50.45,144.92999,94.38,63.56,65.64999,216.71996
1/3/2008,85.57001,152.92,50.62,144.86,94.25,62.64,65.64999,217.2
1/4/2008,85.13,148.64999,48.39999,141.31,94.27,60.85001,64.27,225.71996
1/7/2008,84.77,147.74001,48.17,141.19,94.67999,61.15601,64.57001,226.59996
1/8/2008,86.78,144.28999,46.92,138.91,94.57001,59.50999,63.23,232
1/9/2008,86.5499,145.10001,47.92,140.37,94.75,59.99001,64.14,229.12
1/10/2008,88.25,146.2,47.99001,141.28999,93.47,60.63,64.78,227.1568
1/11/2008,88.58,144.53,47.05,140.14999,94.2,59.57001,64.13,231.64
1/14/2008,89.5399,145.91,47.87,141.28,94.55,60.00999,64.61,227.52
1/15/2008,87.99001,142.60001,46.55,138.17,95.61,58.73,63.02,233.84004
1/16/2008,86.7,141.98,46.05,136.98,94.92,59.09,62.95,237.96004
1/17/2008,86.50011,137.87,45.41,133.42999,96.14999,57.67,60.95,241.59996
1/18/2008,87.42,136.7,45.35001,132.06,95.49001,56.89999,60.3,241.2
1/22/2008,88.16991,136.38,44.17999,130.72,96.5099,57.19,59.74001,247.96004
1/23/2008,87.89,139.96001,44.02,133.86,96.28999,59.67,61.96001,252
1/24/2008,90.08,141.06,44.91,134.99001,94.36,59.45,62.00999,248
1/25/2008,90.3,139.97,43.99001,133.03999,95.95,59.12,61.05,245.84004
1/28/2008,91.75,143.49001,44.33,135.24001,95.59,60.46001,62.47,247.2
1/29/2008,91.14999,144.41,44.41,135.91,94.94,61.22,62.95,246.59996
1/30/2008,92.0601,142.22,44.37,134.91,94.32001,60.28999,62.39999,248
1/31/2008,91.39999,145.78999,45.13,137.37,94.99001,62.13,63.25,244.40004
2/1/2008,89.3499,149.67,45.5899,139.58,95.23,63.60001,64.60001,242.40004
2/4/2008,89.10001,148.05,44.95,137.82001,94.25,63.10001,63.78,243.96004
2/5/2008,87.67999,144.75,43.66991,134.13,94.97,61.55,61.97,249.28004
2/6/2008,88.94991,143.07001,42.81,133.05,94.67999,60.88,61.5,254.40004
2/7/2008,89.85001,144.64,43.11,133.92999,92.64,61.92,62,252
2/8/2008,91,144.14,43.60001,133.07001,93.7,61.39,61.28,249.8
2/11/2008,91.33,145,44.07001,133.75,94.09,61.34,61.2,247.52
2/12/2008,89.33,145.63,43.82001,134.99001,93.53,61.77,61.95,250.96004
2/13/2008,89.44,147.02,44.78,136.37,92.5399,62.75,62.49001,246.71996
2/14/2008,89.71001,144.7,43.97,135.17,91.17999,61.5,61.84,246
2/15/2008,89.14999,144.56,43.82001,135.14,91.88,61.50999,62.03,249.71996
2/19/2008,91.58,145.53,43.74001,135.52,90.95,61.44,62.08,251.59996
2/20/2008,93.24001,146.83,43.94,135.92,91.58,62.48,62.36,249.40004
2/21/2008,93.25,145.14999,43.52,134.78999,92.55,61.48,61.59,250.8
2/22/2008,93.39,145.45,43.67999,135.62,92.02,62.2,62.23,250
2/25/2008,92.74001,148.92999,43.89999,137.33,91.08,62.84,63,252
2/26/2008,93.71001,149.89,44.07001,138.36,91.11,63.3,63.39,249.8
2/27/2008,94.78,149.33,44.28999,138.22,91.19,63.14,63.3,248
2/28/2008,95.99001,147.63,44.12,136.87,92.81,62.03999,62.55,247.59996
2/29/2008,96.17999,144.25,42.95,133.82001,94.23,60.5,60.78,251.2
3/3/2008,97.24001,143.55,42.67,133.5,93.64,60.31,60.75999,258.40004
3/4/2008,95.17999,142.7,42.91,132.99001,92.73,60.03999,60.52991,252.59996
3/5/2008,97.72,143.8,43.1199,133.83,91.62,60.42999,60.8,252.15996
3/6/2008,96.5,139.85001,42.17,131.06,92.11,58.41,59.17999,259.15996
3/7/2008,96.09,138.39999,42.07001,129.71001,92.23,58.36,58.7,259.3996
3/10/2008,95.87,136.14,41.25999,128,93.59,57.47,58.03999,264.71996
3/11/2008,95.99001,140.45,42.83009,132.60001,92.78999,59.58,60.32001,255.8
3/12/2008,97.00999,139.60001,42.71001,131.36,94.58,58.96001,59.71001,254.8
3/13/2008,98.34,141.06,43.03999,131.64999,93.84,59.82001,59.89999,252.76
3/14/2008,98.71001,139,42.25,129.61,95,58.64,58.69,260
3/17/2008,99.17,135.58,41.48,128.3,95.73,57.77,58.39999,261.52
3/18/2008,96.5,141.24001,43.33,133.63,95.36,60.12,60.95,252
3/19/2008,93.0399,137.10001,42.25999,130.32001,96.94,58.77,59.63,256.8
3/20/2008,89.9128,138.97,43.09,132.08,97.181,60.17999,61.14999,255
3/24/2008,90.1001,143.17999,44.5799,134.72,95.3,61.73,62.11,243.28004
3/25/2008,92.73,144.03,44.83,134.85001,95.7,61.85001,61.46001,243.40004
3/26/2008,93.8,142.3,44.7,133.2,95.3,61.16,61,243.2
3/27/2008,93.46001,141.37,43.71001,132.78,94.63,60.66,60.39999,249.92
3/28/2008,91.88,140.74001,43.49001,131.50999,95.55,59.95,59.77,247
3/31/2008,90.41,141.16,43.72,131.97,95.89,60.22,60.08,244
4/1/2008,86.85989,146.16,45.59,136.61,93.9299,62.45,62.46001,236.52
4/2/2008,89.27,146.82001,45.49001,136.7,94.13,62.60001,62.27,239.08
4/3/2008,89.42,147.64999,45.59,137.03999,94.34,62.95,62.47,235
4/4/2008,90.25,147.92,45.86,136.89,95.2,62.60001,62.35001,234.84004
4/7/2008,91.17,148.10001,45.75999,136.96001,94.7,62.53,62.5,235.40004
4/8/2008,90.35001,148.8,45.41,136.82001,94.37,62.59,62.28,237.68
4/9/2008,92.28999,146.39,44.89999,135.83,95.35001,61.44,61.77,238.64
4/10/2008,91.77,147.91,45.53999,136.02,95.03,61.81,61.7,236.68
4/11/2008,91.3,145.3,44.28,133.38,95.67,60.48,60.42999,243
4/14/2008,91.11,145.14999,44.08,132.92999,95.11,60.31,60.13,244.76
4/15/2008,91.66,145.66,44.14,133.24001,93.92999,60.87,60.45,244.76
4/16/2008,93.27,150.22,45.37,136.85001,93.00999,62.82001,61.8,234.08
4/17/2008,92.56,149.59,45.27,137.05,92.85001,62.60001,61.97,234.08
4/18/2008,90.62,150.7,46.71001,138.48,92.77,63.08,62.74001,230.40004
4/21/2008,90.25,151.59,47.03999,138.55,93.14,62.99001,62.3399,228.8
4/22/2008,90.27,150,46.34,137.94,93.46001,61.97,62.05,231.2
4/23/2008,89.22,149.67999,46.85001,137.72,93.14999,62.00999,61.88,230.03996
4/24/2008,87.22,150.3,47.27,138.32001,92.36,62.64999,62.55,227.12
4/25/2008,87.27,153.39,47.14999,139.60001,91.82001,63.41,63.23,227.71996
4/28/2008,87.69,153.58,47.24001,139.63,92.10001,63.74989,63.03999,227.36
4/29/2008,85.81,152.71001,47.60001,139.08,92.45,63.45,62.73,226.52
4/30/2008,86.64999,152.34,47.21001,138.25999,93.11501,63.043,62.64999,227.71996
5/1/2008,83.99001,154.48,48.7,141.12,92.78,64.38,63.74001,220.56
5/2/2008,84.58,154.75,48.77,141.50999,91.61,64.32001,63.91,220
5/5/2008,86.27,154.3,48.63,140.83,91.61,64.06,63.52,220.59996
5/6/2008,86.63,155.89,48.92999,142.05,90.95,64.33,63.97,220
