Date,GLD,MDY,QQQ,SPY,TLT,VBR,VTV,PSQ
4/15/2014,125.49,242.44,85.0501,184.2,111.13,97.95,77.15,74.2
4/16/2014,125.54,245.25,86.18,186.125,111.27,98.9,77.85,73.28
4/17/2014,124.75,245.74,86.2,186.39,110.05,99.3,78.01,73.16
4/21/2014,124.24,246.44,86.84,187.04,109.96,99.66,78.19,72.64
4/22/2014,123.78,248.22,87.53,187.89,110.33,100.47,78.4,72.0404
4/23/2014,123.76,247.9,86.76,187.45,110.96,100.24,78.42,72.72
4/24/2014,124.56,248.11,87.59,187.83,111.17,100.1,78.38,72.04
4/25/2014,125.43,245.16,86.19,186.29,111.33,99.05,77.98,73.18
4/28/2014,124.88,244.33,86.47,186.875,110.79,98.68,78.28,72.92
4/29/2014,124.86,245.18,87.16,187.75,110.64,98.84,78.55,72.32
4/30/2014,124.22,246.84,87.39,188.31,111.1,99.5,78.78,72.16
5/1/2014,123.8,247.08,87.65,188.325,112.02,99.62,78.6,71.96
5/2/2014,125.06,247.53,87.49,188.06,112.71,99.85,78.47,72.04
5/5/2014,126.22,247.7,87.95,188.42,112.03,99.59,78.37,71.64
5/6/2014,125.98,245.87,86.81,186.78,112.48,98.67,77.81,72.6
5/7/2014,124.17,247.05,86.56,187.88,112.08,99.32,78.56,72.76
5/8/2014,124.17,245.8,86.48,187.675,111.6,98.71,78.47,72.88
5/9/2014,124.1,246.53,86.8,187.96,111.24,99.04,78.5,72.6
5/12/2014,124.94,250.23,88.23,189.785,110.79,100.74,79.1,71.48
5/13/2014,124.6,249,88.29,189.96,111.75,100.21,79.25,71.32
5/14/2014,125.81,247.01,87.83,189.06,112.96,99.03,78.92,71.76
5/15/2014,124.77,244.93,87.135,187.4,113.86,98.24,78.18,72.32
5/16/2014,124.5,246.24,87.71,188.05,113.54,98.7,78.31,71.8
5/19/2014,124.58,247.47,88.32,188.74,112.7,99.4,78.52,71.3
5/20/2014,124.69,244.87,88,187.55,112.95,98.34,78,71.56
5/21/2014,124.39,246.22,88.84,189.13,112.26,98.77,78.62,70.8
5/22/2014,124.67,247.73,89.23,189.59,112.1,99.32,78.75,70.56
5/23/2014,124.51,249.39,89.88,190.35,112.7,100.14,78.94,70.04
5/27/2014,121.85,251.05,91.001,191.52,113.36,101.08,79.29,69.16
5/28/2014,121.2,250.11,90.72,191.38,114.76,100.9,79.31,69.36
5/29/2014,120.94,251.53,91.3,192.37,114.15,101.23,79.68,68.96
5/30/2014,120.43,250.88,91.31,192.68,114.1,101.13,79.87,68.88
6/2/2014,119.7,251.7,91.22,192.895,112.96,101.22,79.99,68.96
6/3/2014,120.01,251.78,91.18,192.8,111.57,101.14,79.98,68.96
6/4/2014,119.76,252.94,91.52,193.19,111.54,101.59,80.1,68.72
6/5/2014,120.66,255.49,92.29,194.45,111.59,103.09,80.605,68.16
6/6/2014,120.61,256.93,92.82,195.375,111.59,103.79,81,67.8
6/9/2014,120.65,257.77,92.75,195.58,111.43,104.32,81.05,67.82
6/10/2014,121.39,257.04,92.91,195.6,111.02,104.15,81.11,67.72
6/11/2014,121.41,256.2,92.89,194.92,111.22,103.66,80.72,67.72
6/12/2014,122.64,254.89,92.05,193.54,112.21,103,80.2,68.32
6/13/2014,122.96,255.55,92.32,194.13,112.15,103.27,80.56,68.14
6/16/2014,122.42,255.61,92.4,194.29,112.43,103.31,80.64,68
6/17/2014,122.28,257.73,92.45,194.83,111.54,104.16,80.88,68
6/18/2014,122.67,259.02,92.97,196.255,112.4,104.65,81.51,67.6
6/19/2014,126.94,259.11,92.91,196.48,110.96,104.8,81.63,67.72
6/20/2014,126.5,259.17,92.77,195.94,111.8,105.08,81.92,67.6
6/23/2014,126.85,258.89,92.79,195.88,111.45,104.87,81.9,67.6
6/24/2014,126.98,256.82,92.7,194.7,112.58,104,80.88,67.68
6/25/2014,126.99,258.55,93.29,195.58,112.87,104.71,81.07,67.2
6/26/2014,126.73,258,93.34,195.44,113.41,104.56,80.98,67.2
6/27/2014,126.66,259.45,93.75,195.82,113.24,105.18,81.04,66.92
6/30/2014,128.04,260.56,93.91,195.72,113.52,105.5,80.95,66.8
7/1/2014,127.7,262.6,94.94,197.03,112.28,106.26,81.43,65.96
7/2/2014,127.7,261.34,95.1,197.23,111.08,105.91,81.45,65.92
7/3/2014,127.16,262.14,95.7,198.2,110.68,106.59,81.82,65.56
7/7/2014,127.02,260.14,95.41,197.51,111.49,105.39,81.59,65.68
7/8/2014,127.07,258.13,94.26,196.24,112.74,104.64,81.17,66.468
7/9/2014,127.84,258.78,94.96,197.12,112.83,104.76,81.44,65.98
7/10/2014,128.54,256.95,94.66,196.34,112.86,104.11,81.23,66.16
7/11/2014,128.78,256.68,95.27,196.61,113.58,103.88,81.3,65.76
7/14/2014,125.72,257.76,95.84,197.6,113.09,104.26,81.6,65.32
7/15/2014,124.53,256.87,95.51,197.23,112.86,103.84,81.65,65.58
7/16/2014,124.97,256.53,95.89,197.96,113.46,103.82,82.2,65.28
7/17/2014,127.0899,253.82,94.619,195.71,114.89,102.4601,81.38,66.16
7/18/2014,126.13,256.91,96.12,197.7099,114.52,103.88,82.05,65.16
7/21/2014,126.34,256.06,96,197.34,115.09,103.38,81.89,65.22
7/22/2014,125.74,257.13,96.61,198.2,115.33,104.04,82.24,64.76
7/23/2014,125.62,256.97,97.227,198.64,115.18,103.92,82.33,64.3976
7/24/2014,124.35,257.22,97.12,198.65,114.32,103.88,82.36,64.44
7/25/2014,125.791,255.54,96.74,197.72,115.67,103.09,82.09,64.68
7/28/2014,125.58,255.09,96.77,197.8,115.51,102.8,82.07,64.72
7/29/2014,125.2,253.94,96.6,196.95,115.93,102.41,81.7,64.76
7/30/2014,124.83,254.4,96.98,196.98,114.32,102.48,81.51,64.48
7/31/2014,123.39,249.13,95.02,193.09,113.98,100.45,79.98,65.8092
8/1/2014,124.38,248.86,94.67,192.5,114.56,100.31,79.73,66.12
8/4/2014,123.99,250.15,95.32,193.89,114.26,100.77,80.28,65.56
8/5/2014,123.87,248.96,94.59,192.01,114.63,100.39,79.43,66.08
8/6/2014,125.67,249.27,94.52,192.07,114.7,100.63,79.38,66.16
8/7/2014,126.18,248.33,94.22,191.03,115.77,100.28,78.95,66.38
8/8/2014,126.19,250.94,94.9,193.24,115.52,101.35,79.85,65.84
8/11/2014,125.96,252.05,95.46,193.795,115.51,101.9611,80.01,65.52
8/12/2014,125.99,251.16,95.42,193.53,114.76,101.55,79.97,65.54
8/13/2014,126.2,253.3,96.43,194.84,115.51,102.39,80.48,64.8
8/14/2014,126.31,254.66,96.93,195.76,116.44,102.8,80.84,64.52
8/15/2014,125.483,254.07,97.4,195.72,117.71,102.75,80.68,64.16
8/18/2014,124.96,257.11,98.15,197.36,116.54,103.95,81.29,63.64
8/19/2014,124.68,258.65,98.7,198.39,116.18,104.43,81.59,63.32
8/20/2014,124.22,259.28,98.7,198.92,115.99,104.39,81.85,63.31
8/21/2014,122.88,259.71,98.9,199.5,116.64,104.67,82.21,63.16
8/22/2014,123.19,259.48,99.05,199.19,117.29,104.64,81.96,63.08
8/25/2014,122.74,260.39,99.4,200.2,117.73,105.05,82.41,62.84
8/26/2014,123.35,261.26,99.5,200.33,117.35,105.54,82.45,62.8
8/27/2014,123.3199,260.9,99.52,200.25,118.35,105.38,82.52,62.76
8/28/2014,124,260.58,99.41,200.14,118.97,105.06,82.45,62.88
8/29/2014,123.86,261.74,99.78,200.71,119.05,105.59,82.73,62.64
9/2/2014,121.65,262.5,100.07,200.61,116.73,106.07,82.57,62.42
9/3/2014,122.15,262.11,99.48,200.5,117.38,105.76,82.73,62.76
9/4/2014,121.48,261.37,99.39,200.2101,115.95,105.46,82.69,62.84
9/5/2014,122.06,262.34,99.89,201.11,115.73,105.79,83.04,62.48
9/8/2014,120.73,262.08,100.08,200.59,115.78,105.7,82.78,62.4
9/9/2014,120.87,259.98,99.25,199.32,115.69,104.67,82.31,62.88
9/10/2014,120.26,260.35,100.07,200.07,114.96,104.95,82.5,62.4
9/11/2014,119.472,261.59,99.99,200.3,114.58,105.54,82.67,62.4
9/12/2014,118.38,259.09,99.48,199.13,113.38,104.49,82.25,62.76
9/15/2014,118.64,258.06,98.52,198.981,113.55,103.85,82.36,63.4
9/16/2014,118.83,259.5,99.38,200.48,113.09,104.36,82.94,62.78
9/17/2014,117.54,259.26,99.53,200.75,112.8,104.39,83.04,62.72
9/18/2014,117.78,260.16,100.28,201.82,113.16,104.71,83.47,62.24
9/19/2014,117.09,258.01,99.98,200.7,114.6,103.85,83.52,62.28
9/22/2014,116.85,254.51,99.05,199.15,114.74,102.46,82.91,62.88
9/23/2014,117.6,252.47,98.78,198.01,115.45,101.51,82.31,63.08
9/24/2014,117.05,253.76,99.84,199.56,114.81,101.95,82.37,62.36
9/25/2014,117.39,250.2,97.74,196.34,116.17,100.58,81.18,63.68
9/26/2014,117.06,252.16,98.78,197.9,116,101.24,81.65,62.96
9/29/2014,117.03,251.55,98.65,197.54,116.93,100.9,81.41,63
9/30/2014,116.21,249.32,98.79,197.02,116.27,99.74,81.2,63
10/1/2014,116.77,245.97,97.21,194.35,118.23,98.42,80.15,63.96
10/2/2014,116.74,246.52,97.21,194.38,117.2,98.84,80.1,64
10/3/2014,114.61,248.16,98.17,196.52,117.7,99.59,81.05,63.28
10/6/2014,116.03,247.47,97.96,196.29,117.77,99.24,80.94,63.48
10/7/2014,116.36,243.85,96.57,193.26,119.36,97.7,79.7,64.36
10/8/2014,117.4701,247.4,98.45,196.64,119.39,99.23,81.06,63.04
10/9/2014,117.64,241.53,96.86,192.74,118.87,96.91,79.4,64.12
10/10/2014,117.59,237.28,94.44,190.54,120.05,95.6,78.68,65.76
10/13/2014,118.52,234.38,92.96,187.4099,120.78,94.82,77.48,66.72
10/14/2014,118.59,236.56,92.97,187.7,121.57,95.67,77.58,66.76
10/15/2014,118.99,236.33,92.37,186.43,122.53,95.68,76.74,67.12
10/16/2014,119.22,238.86,91.79,186.27,121.75,96.72,76.71,67.5204
10/17/2014,118.99,240.61,93,188.47,121.07,97.12,77.73,66.68
10/20/2014,119.8,243.07,94.39,190.3,121.51,98.08,78.27,65.64
10/21/2014,120.02,248.76,96.87,194.07,120.54,100.12,79.67,64
10/22/2014,119.34,246.16,96.37,192.69,120.67,99.15,79.2,64.32
10/23/2014,118.52,249.8,97.82,194.93,119.6,100.63,79.9,63.28
10/24/2014,118.35,250.76,98.62,196.43,119.72,100.9,80.61,62.8
10/27/2014,118.06,250.48,98.69,196.16,119.94,100.74,80.47,62.72
10/28/2014,118.1,254.75,100.18,198.41,119.19,102.92,81.34,61.84
10/29/2014,116.41,254.46,99.81,198.11,119.46,102.77,81.32,62
10/30/2014,115.19,255.19,100.02,199.38,119.56,103.17,81.78,61.88
10/31/2014,112.66,258.12,101.4,201.66,119.25,104.58,82.66,61.08
11/3/2014,112.15,258.62,101.7,201.77,118.96,104.68,82.65,60.8
11/4/2014,112.22,257.52,101.36,201.07,119.33,104.18,82.52,61.04
11/5/2014,109.79,258.54,101.37,202.34,119.16,104.73,83.17,61.08
11/6/2014,109.88,260.35,101.69,203.15,118.39,105.17,83.47,60.86
11/7/2014,112.97,260.5,101.6,203.34,119.75,105.31,83.58,60.9
11/10/2014,110.46,261.26,101.96,203.98,118.65,105.58,83.87,60.68
11/11/2014,112.04,261.34,102.28,204.175,118.73,105.5,83.87,60.51
11/12/2014,111.5,261.86,102.46,203.96,118.63,105.98,83.74,60.37
11/13/2014,111.67,260.69,102.9,204.19,118.91,105.35,83.77,60.14
11/14/2014,114.47,260.55,103.22,204.24,119.49,105.24,83.79,59.95
11/17/2014,114.05,260.13,102.91,204.37,119.19,104.92,84,60.12
11/18/2014,115.05,261.53,103.68,205.55,119.52,105.47,84.37,59.67
11/19/2014,113.68,260.65,103.21,205.22,118.76,104.82,84.24,59.94
11/20/2014,114.86,261.92,103.67,205.58,119.38,105.57,84.44,59.66
11/21/2014,115.39,263.17,103.87,206.68,120.1,105.8,84.8,59.55
11/24/2014,115.11,264.94,104.68,207.26,120.2,106.69,84.91,59.05
11/25/2014,115.38,265.01,104.84,207.11,121.2,106.78,84.82,59
11/26/2014,115.16,264.98,105.52,207.64,121.53,106.92,85.02,58.59
11/28/2014,112.11,262.86,106.01,207.2,122.49,105.73,84.7,58.29
12/1/2014,116.58,259.54,104.81,205.76,121.5,104.41,84.38,58.97
12/2/2014,115.14,261.13,105.23,207.085,120.32,105.24,84.98,58.72
12/3/2014,116.33,263.34,105.42,207.89,120.79,106.31,85.27,58.63
12/4/2014,115.88,262.93,105.37,207.66,121.8,105.98,85.21,58.64
12/5/2014,114.43,263.33,105.38,208,121.09,106.45,85.43,58.64
12/8/2014,115.78,261.46,104.63,206.61,122.57,105.42,84.96,59.07
12/9/2014,118.19,262.92,104.96,206.47,123.2,106.28,84.74,58.86
12/10/2014,117.96,257.83,103.31,203.1601,124.1,104.16,83.34,59.79
12/11/2014,117.69,259.29,103.8,204.19,124.61,104.61,83.77,59.51
12/12/2014,117.41,255.71,102.67,200.89,126.3,103.05,82.36,60.14
12/15/2014,114.39,253.89,101.61,199.51,126.04,102.15,81.7,60.75
12/16/2014,114.95,253.35,99.98,197.91,127.6,102,81.23,61.72
12/17/2014,114.27,259.16,101.8,201.79,126.4499,104.44,82.83,60.64
12/18/2014,115.15,263.64,104.25,206.78,124.2,106.04,84.9,59.14
12/19/2014,114.77,263.3,104.32,206.52,125.87,106.5976,85.34,58.92
12/22/2014,112.55,264.38,104.58,207.47,126.04,105.41,85.21,58.75
12/23/2014,112.74,265.31,104.21,207.75,123.54,105.94,85.5,58.94
12/24/2014,112.77,265.9,104.3,207.77,123.95,106.05,85.51,58.88
12/26/2014,114.83,266.57,105.04,208.44,124.41,106.52,85.65,58.48
12/29/2014,113.67,267.81,105.02,208.72,125.34,107.13,85.73,58.48
12/30/2014,115.2,266.73,104.32,207.6,125.68,106.71,85.39,58.87
12/31/2014,113.58,263.97,103.25,205.54,125.92,105.77,84.49,59.48
1/2/2015,114.08,263.55,102.94,205.43,127.32,105.41,84.51,59.63
1/5/2015,115.8,259.65,101.43,201.72,129.32,103.57,82.95,60.52
1/6/2015,117.12,256.61,100.07,199.82,131.65,102.1,82.22,61.33
1/7/2015,116.43,260.08,101.36,202.31,131.39,103.12,83.14,60.56
1/8/2015,115.94,264.11,103.3,205.9,129.65,104.8,84.67,59.37
1/9/2015,117.26,261.88,102.62,204.25,131.07,103.76,83.9,59.76
1/12/2015,118.56,260.48,101.55,202.65,131.82,103.03,83.33,60.37
1/13/2015,118.16,260.36,101.52,202.08,131.82,103.04,83,60.42
1/14/2015,117.97,259.29,100.96,200.86,132.82,102.55,82.44,60.73
1/15/2015,120.94,256.41,99.65,199.0199,134.91,101.36,81.85,61.53
1/16/2015,122.52,259.98,100.82,201.63,133.19,102.78,82.92,60.79
1/20/2015,124.2,259.49,101.62,202.055,134.96,102.14,82.94,60.32
1/21/2015,124.23,261.05,102.14,203.08,133.4,102.53,83.38,60.02
1/22/2015,125.23,265.92,104.03,206.1,132.92,104.55,84.61,58.89
1/23/2015,124.23,264.56,104.26,204.97,134.77,104.12,83.91,58.75
1/26/2015,122.99,267.69,104.14,205.45,134.36,105.1,84.11,58.81
1/27/2015,124.4,265.88,101.44,202.74,134.57,104.43,83.01,60.32
1/28/2015,123.42,262.64,100.92,200.14,136.77,102.89,81.63,60.66
1/29/2015,120.76,264.6,101.89,201.9902,135.87,103.81,82.4,60.105
1/30/2015,123.45,261.07,101.1,199.45,138.28,102.28,81.03,60.53
2/2/2015,122.42,263.06,101.98,201.92,137.48,103.3,82.32,60.01
2/3/2015,121.05,267.89,102.96,204.84,134.57,105.44,83.61,59.43
2/4/2015,121.58,266.79,102.87,204.06,134.8,104.91,83.29,59.48
2/5/2015,121.79,269.57,103.76,206.12,133.32,106.21,84.17,58.97
2/6/2015,118.64,268.56,103.13,205.55,130.96,105.92,84.1,59.33
2/9/2015,119.17,267.13,102.8,204.63,130.75,105.39,83.73,59.51
2/10/2015,118.47,269.37,104.4,206.81,129.71,105.92,84.5,58.57
2/11/2015,117.07,269.21,104.78,206.93,129.95,105.82,84.38,58.38
2/12/2015,117.34,271.74,106,208.92,129.52,106.87,85.16,57.675
2/13/2015,117.98,273.5,106.91,209.78,128.19,107.43,85.39,57.18
2/17/2015,116.01,273.45,107.01,210.11,126.26,107.6,85.59,57.13
2/18/2015,116.34,274.3,107.16,210.13,127.01,107.8,85.47,57.045
2/19/2015,115.94,274.01,107.69,209.98,126.17,107.8,85.22,56.76
2/20/2015,115.28,275.97,108.41,211.239,126.54,108.27,85.7,56.385
2/23/2015,115.43,275.99,108.52,211.209,127.99,108.27,85.6,56.3
2/24/2015,115.26,276.34,108.6,211.81,129.67,108.59,86.01,56.2647
2/25/2015,115.7,276.03,108.33,211.63,130.23,108.51,85.83,56.41
2/26/2015,116.07,275.29,108.88,211.38,128.45,108.52,85.62,56.12
2/27/2015,116.16,274.2,108.4,210.66,129.53,108.07,85.33,56.38
3/2/2015,115.68,276.3,109.38,211.99,126.87,108.8,85.69,55.86
3/3/2015,115.47,274.78,108.87,211.12,126.41,108.3,85.31,56.14
3/4/2015,115.11,273.74,108.45,210.2301,126.45,107.89,84.98,56.32
3/5/2015,115,274.15,108.64,210.46,126.29,107.76,85.09,56.23
3/6/2015,111.86,270.72,107.41,207.5,123.5,106.46,83.88,56.89
3/9/2015,111.97,271.69,107.72,208.36,124.64,106.8,84.24,56.71
3/10/2015,111.42,268.27,105.72,204.98,126.28,105.4,82.86,57.74
3/11/2015,110.75,270.24,105.11,204.5,127.2,106,82.86,58.08
3/12/2015,110.72,273.22,105.8,207.1,127.11,107.67,83.85,57.67
3/13/2015,110.88,271.59,105.34,205.8272,126.72,107.02,83.33,57.96
3/16/2015,110.81,274.83,106.7,208.58,127.94,107.84,84.44,57.21
3/17/2015,110.21,275.34,106.87,207.96,129,108.14,84.03,57.12
3/18/2015,112.37,278.08,107.92,210.46,131.49,109.26,85.08,56.53
3/19/2015,112.29,277.31,108.08,209.5,130.82,108.95,84.45,56.46
3/20/2015,113.57,279.67,108.53,210.41,131.51,110.09,85.19,56.05
3/23/2015,114.29,279.51,108.32,210,131.35,110.14,85.19,56.19
3/24/2015,114.57,278.31,107.93,208.82,132.62,109.86,84.57,56.4
3/25/2015,114.73,273.57,105.46,205.76,131.5,107.99,83.13,57.6801
3/26/2015,115.48,273.04,105.1,205.27,129.45,107.63,82.9,57.87
3/27/2015,115.06,274.29,105.52,205.74,131.06,108.05,83.09,57.64
3/30/2015,113.75,278.2,106.73,208.25,130.41,109.61,84.16,56.96
3/31/2015,113.66,277.24,105.6,206.43,130.69,109.4,83.7,57.55
4/1/2015,115.6,276.2,105.05,205.7,132.13,109.16,83.17,57.91
4/2/2015,115.28,277.19,105.12,206.435,130.73,109.67,83.46,57.81
4/6/2015,116.69,279.52,105.98,207.83,130,110.4,84.02,57.37
4/7/2015,116.11,277.22,105.8,207.28,131.09,109.57,83.83,57.45
4/8/2015,115.47,278.68,106.64,207.975,131.13,110.06,83.91,57.02
4/9/2015,114.67,278.61,107.31,208.9,129.43,109.85,84.35,56.65
4/10/2015,115.966,279.23,107.75,210.04,129.62,110.2,84.93,56.41
4/13/2015,115.14,278.27,107.48,209.09,129.8,110.02,84.58,56.56
4/14/2015,114.44,278.55,107.17,209.49,130.72,110.14,84.82,56.71
4/15/2015,115.43,279.77,107.84,210.43,130.61,110.85,85.27,56.36
4/16/2015,115.03,279.03,107.69,210.37,129.96,110.59,85.19,56.43
4/17/2015,115.6,275.76,106.01,207.95,131.45,109.15,84.32,57.3
4/20/2015,114.72,278.17,107.6,209.85,130.29,110.02,85.04,56.45
4/21/2015,115.38,278.09,108.06,209.6,129.7,109.8,84.71,56.19
4/22/2015,113.83,278.9,108.65,210.63,127.72,110.13,85.09,55.89
4/23/2015,114.66,280.27,109.06,211.16,128.27,110.65,85.34,55.69
4/24/2015,113.05,279.11,110.54,211.6499,129.07,110.34,85.5,54.93
4/27/2015,115.33,276.82,110.26,210.77,129.07,109.51,85.14,55.07
4/28/2015,116.33,277.94,110.04,211.44,127.29,110.16,85.72,55.19
4/29/2015,115.51,276.22,109.35,210.57,125.73,109.54,85.49,55.51
4/30/2015,113.47,273.15,107.63,208.46,125.95,107.98,84.77,56.38
5/1/2015,113.08,275.27,109.05,210.72,124,108.74,85.58,55.63
5/4/2015,114.1,276.45,109.23,211.32,122.83,109.15,85.92,55.54
5/5/2015,114.42,272.82,107.45,208.9,122.66,107.8,84.99,56.44
5/6/2015,114.36,272.95,106.71,208.04,120.56,107.79,84.68,56.83
5/7/2015,113.42,273.97,107.35,208.87,122.18,107.93,84.91,56.49
5/8/2015,113.97,276.32,108.69,211.62,122.51,108.8,86.08,55.8
5/11/2015,113.53,276.33,108.27,210.605,119.53,108.81,85.65,56.01
5/12/2015,114.5,275.69,107.78,209.98,119.84,108.65,85.38,56.24
5/13/2015,116.55,276.01,108,210.02,118.88,108.76,85.4499,56.16
5/14/2015,117.18,278.97,109.58,212.21,119.2,109.78,86.2,55.3
5/15/2015,117.53,278.76,109.58,212.44,121.59,109.82,86.29,55.3
5/18/2015,117.52,280.98,110.06,213.1,119.55,110.7,86.51,55.06
5/19/2015,115.89,280.66,109.94,213.03,118.49,110.51,86.53,55.13
5/20/2015,116.08,280.72,110.01,212.88,118.69,110.66,86.48,55.1
5/21/2015,115.69,281.02,110.58,213.5,120.35,110.69,86.68,54.805
5/22/2015,115.6,280.79,110.47,212.99,120.4,110.35,86.35,54.82
5/26/2015,113.91,277.63,109.2,210.7,122.46,109.1,85.5,55.48
5/27/2015,113.89,280.15,110.96,212.7,122.74,110.13,86.18,54.58
5/28/2015,114.02,279.62,110.71,212.46,122.44,109.99,86.19,54.71
5/29/2015,114.1,277.69,110.05,211.14,122.71,109.46,85.765,55
6/1/2015,114,278.26,110.42,211.57,121.13,109.55,85.84,54.86
6/2/2015,114.46,278.46,110.07,211.36,119.44,109.78,85.7,55.01
6/3/2015,113.64,279.91,110.4,211.92,117.52,110.37,85.91,54.86
6/4/2015,112.84,277.35,109.56,210.1292,119.05,109.21,85.14,55.25
6/5/2015,112.24,278.15,109.3,209.77,117.6,109.58,84.95,55.36
6/8/2015,112.57,276.43,108.19,208.48,117.47,108.86,84.56,55.94
6/9/2015,112.82,275.61,108.01,208.45,116.54,108.65,84.67,56.01
6/10/2015,113.78,278.77,109.49,210.95,115.52,110.08,85.69,55.28
6/11/2015,113.26,280.44,109.65,211.63,117.95,110.38,85.96,55.18
6/12/2015,113.23,279.17,108.75,210.01,117.95,109.94,85.31,55.62
6/15/2015,113.73,277.55,108.21,209.11,118.14,109.37,84.89,55.9
6/16/2015,113.32,279.39,108.8,210.25,119.07,110.02,85.39,55.62
6/17/2015,113.85,279.22,109.1,210.59,118.15,109.9,85.54,55.44
6/18/2015,115.32,281.66,110.69,212.78,117.57,110.87,86.32,54.68
6/19/2015,115.12,279.85,109.89,210.81,119.08,110.76,85.83,54.94
6/22/2015,113.64,281.36,110.7,211.89,116.65,111.26,85.8,54.52
6/23/2015,112.89,281.53,110.79,212.04,115.95,111.58,85.87,54.44
6/24/2015,112.59,278.87,110.22,210.5,116.95,110.62,85.18,54.72
6/25/2015,112.44,277.96,110,209.86,116.54,110.28,84.9,54.84
6/26/2015,112.56,278.39,109.27,209.82,115.23,110.35,84.97,55.17
6/29/2015,113.07,272.63,106.69,205.42,118.28,107.78,83.28,56.47
6/30/2015,112.37,273.2,107.07,205.85,117.46,107.81,83.36,56.26
7/1/2015,111.98,274.27,107.92,207.5,115.62,108.33,84.01,55.84
7/2/2015,111.76,273.78,107.95,207.31,116,108,83.9,55.82
7/6/2015,112.06,272.87,107.7,206.72,118.15,107.71,83.52,55.95
7/7/2015,110.76,274.2,107.97,208.02,119.26,107.96,84.13,55.85
7/8/2015,111.09,270.37,106.09,204.53,120.29,106.38,82.78,56.82
7/9/2015,111.36,270.46,106.03,204.9,117.92,106.49,82.97,56.81
7/10/2015,111.49,273.24,107.65,207.48,116.05,107.72,83.9,55.93
7/13/2015,110.99,275.75,109.54,209.77,115.69,108.69,84.7,54.99
7/14/2015,110.74,276.81,110.26,210.68,116.07,109.19,85.05,54.6
7/15/2015,110.16,275.37,110.38,210.61,117.3,108.56,84.99,54.53
7/16/2015,109.76,276.31,111.94,212.3,118.11,108.99,85.53,53.75
7/17/2015,108.65,274.2,113.59,212.48,118.72,108.34,85.27,53
7/20/2015,105.7,274.14,113.98,212.59,118.22,107.83,85.18,52.77
7/21/2015,105.37,272.1,113.91,211.75,118.86,107.26,84.67,52.83
7/22/2015,104.8,272.96,112.62,211.37,119.6,107.38,84.62,53.4
7/23/2015,104.33,271.03,112.2,210.18,121.09,106.36,84.17,53.61
7/24/2015,105.35,268.52,111.1,208,121.39,105.14,83.24,54.13
7/27/2015,104.86,266.54,110.18,206.79,122.04,104.25,82.77,54.57
7/28/2015,105.02,269.35,111.13,209.33,121.15,105.25,83.74,54.12
7/29/2015,105.17,272.45,111.55,210.77,120.7,106.38,84.44,53.86
7/30/2015,104.27,273.05,112.08,210.82,121.63,106.45,84.48,53.64
7/31/2015,104.93,273.49,111.95,210.5,122.53,106.79,84.2,53.71
8/3/2015,104.1,272.66,111.6,209.79,123.55,106.33,83.93,53.85
8/4/2015,104.31,272.41,111.39,209.38,122.57,106.21,83.76,53.99
8/5/2015,103.93,273.86,112.25,210.07,121.65,106.54,84.09,53.57
8/6/2015,104.39,271.21,110.45,208.35,122.73,105.82,83.74,54.39
8/7/2015,104.65,270.89,110.31,207.95,124.34,105.34,83.41,54.47
8/10/2015,105.72,274.99,111.57,210.57,122.8,106.83,84.55,53.87
8/11/2015,106.26,272.26,110.14,208.67,124.75,105.99,83.81,54.55
8/12/2015,107.75,271.59,110.52,208.92,124.07,105.79,83.84,54.37
8/13/2015,106.86,271.54,110.34,208.66,123.67,105.62,83.72,54.47
8/14/2015,106.85,273.29,110.51,209.42,123.96,106.35,84.09,54.36
8/17/2015,107.13,275.89,111.43,210.59,124.52,107.17,84.43,53.9
8/18/2015,107.11,274.38,110.86,209.98,123.54,106.65,84.25,54.15
8/19/2015,108.55,271.41,110.13,208.32,124.76,105.61,83.43,54.51
8/20/2015,110.44,265.36,107.08,203.97,126.02,103.36,81.87,56.01
8/21/2015,111.13,259.02,102.4,197.63,126.4,101.31,79.54,58.43
8/24/2015,110.53,248.29,98.46,189.55,126.36,97.7,76.13,60.69
8/25/2015,109.16,246.21,98.09,187.27,124.33,96.56,74.99,61
8/26/2015,107.67,252.52,103.03,194.46,121.93,98.94,77.77,57.9
8/27/2015,107.73,258.77,105.64,199.27,122,101.19,79.66,56.44
8/28/2015,108.7,259.88,105.62,199.28,122.36,101.81,79.7,56.44
8/31/2015,108.82,258,104.31,197.67,121.42,101.62,79.28,57.12
9/1/2015,109.2,250.7,101.05,191.77,122.03,98.79,76.87,58.85
9/2/2015,108.62,254.52,103.9,195.41,120.98,100.02,78.12,57.28
9/3/2015,107.84,255.65,103.39,195.55,121.57,100.4,78.39,57.5301
9/4/2015,107.49,252.57,102.16,192.59,122.68,99.24,77.07,58.28
9/8/2015,107.52,258.74,105.04,197.43,120.87,101.56,78.99,56.55
9/9/2015,106.13,256,103.86,194.79,121.45,100.65,77.87,57.21
9/10/2015,106.38,256.39,104.99,195.85,120.63,100.78,78.24,56.63
9/11/2015,106.16,258,105.57,196.74,121.39,101.13,78.47,56.32
9/14/2015,106.22,256.69,105.25,196.01,121.58,100.74,78.17,56.47
9/15/2015,105.9,259.71,106.49,198.46,119.25,101.87,79.23,55.79
9/16/2015,107.31,262.18,107.09,200.18,118.8,102.94,79.93,55.49
